id,title,island,locality,area,price,beds,size,floor,date
,"Flat / Apartment in Playa Blanca, Costa de Papagayo, Yaiza",Lanzarote,Yaiza,Costa de Papagayo,139000,2,57,Ground floor,2020-09-15
,"Flat / Apartment in calle Teide, Puerto del Carmen, Tias",Lanzarote,Tias,Puerto del Carmen,195000,2,56,1,2020-09-15
,"Flat / Apartment in calle Guatemala, NN, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,110000,2,64,2,2020-09-15
,"Flat / Apartment in calle Luis Morote, Centro, Arrecife",Lanzarote,Arrecife,Centro,128000,3,70,3,2020-09-15
,"Flat / Apartment in Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,98500,2,77,Ground floor,2020-09-15
,"Flat / Apartment in calle León y Castillo, NN, Centro, Arrecife",Lanzarote,Arrecife,Centro,130000,2,80,3,2020-09-15
,"Duplex in calle Colombia, 7, Costa Teguise, Teguise",Lanzarote,Teguise,Costa Teguise,198450,3,109,Ground floor,2020-09-15
,"Flat / Apartment in calle el Tres Papás, Arrecife, NN, Centro, Arrecife",Lanzarote,Arrecife,Centro,110000,2,59,Ground floor,2020-09-15
,"Flat / Apartment in Arrecife, Centro, Arrecife",Lanzarote,Arrecife,Centro,123000,2,80,3,2020-09-15
,"Flat / Apartment in Calle Coronel Bens, Centro, Arrecife",Lanzarote,Arrecife,Centro,109500,2,81,3,2020-09-15
,"Flat / Apartment in Calle Coronel Bens, Centro, Arrecife",Lanzarote,Arrecife,Centro,124000,3,113,3,2020-09-15
,"Flat / Apartment in RIEGO, 11, Centro, Arrecife",Lanzarote,Arrecife,Centro,81500,3,63,2,2020-09-15
,"Flat / Apartment in calle José Ortega y Gasset, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,108000,2,80,,2020-09-15
,"Flat / Apartment in Perez Galdos, 31, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,135000,3,78,1,2020-09-15
,"Flat / Apartment in calle Alemania, NN, Montaña Roja, Yaiza",Lanzarote,Yaiza,Montaña Roja,120000,3,77,Ground floor,2020-09-15
,"Flat / Apartment in calle Carnicería, Centro, Arrecife",Lanzarote,Arrecife,Centro,86000,2,55,1,2020-09-15
,"Flat / Apartment in Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,135000,4,97,1,2020-09-15
,Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,Valterra-La Vega-Las Salinas,135000,4,97,1,2020-09-15
,"Flat / Apartment in calle de Campoamor, NN, Argana-Maneje, Arrecife",Lanzarote,Arrecife,Argana-Maneje,74000,2,65,Mezzanine,2020-09-15
,"Flat / Apartment in Triana, 99, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,199000,3,90,2,2020-09-15
,"Flat / Apartment in calle Alonso Quesada, NN, Argana-Maneje, Arrecife",Lanzarote,Arrecife,Argana-Maneje,85000,3,90,2,2020-09-15
,"Flat / Apartment in calle Almeria, NN, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,92000,2,61,Ground floor,2020-09-15
,"Flat / Apartment in calle Benito Perez Galdos, NN, Tahiche, Teguise",Lanzarote,Teguise,Tahiche,130000,3,100,1,2020-09-15
,"Flat / Apartment in calle de Alfonso XII, Argana-Maneje, Arrecife",Lanzarote,Arrecife,Argana-Maneje,84000,2,70,1,2020-09-15
,Duplex in San Bartolomé,Lanzarote,San Bartolomé,Argana-Maneje,84000,2,70,1,2020-09-15
,"Flat / Apartment in calle Lérida, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,115000,2,64,2,2020-09-15
,"Flat / Apartment in calle Extremadura, 18, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,140000,3,100,1,2020-09-15
,"Flat / Apartment in Calle Cribo, Argana-Maneje, Arrecife",Lanzarote,Arrecife,Argana-Maneje,60000,2,63,1,2020-09-15
,"Flat / Apartment in Calle Cribo, Argana-Maneje, Arrecife",Lanzarote,Arrecife,Argana-Maneje,90500,3,105,1,2020-09-15
,"Flat / Apartment in calle la Luchada, Tías, Tias",Lanzarote,Tias,Tías,119600,2,73,1,2020-09-15
,"Flat / Apartment in calle Luis Morote, Centro, Arrecife",Lanzarote,Arrecife,Centro,128000,3,60,2,2020-09-15
,"Flat / Apartment in calle Chimidas, NN, San Bartolomé",Lanzarote,San Bartolomé,NN,199000,3,78,Ground floor,2020-09-15
,Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,NN,199000,3,78,Ground floor,2020-09-15
,"Duplex in Costa Teguise, Teguise",Lanzarote,Teguise,Costa Teguise,175000,3,103,1,2020-09-15
,"Flat / Apartment in Centro, Arrecife",Lanzarote,Arrecife,Centro,150000,3,90,1,2020-09-15
,Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,Centro,150000,3,90,1,2020-09-15
,"Flat / Apartment in calle Tindaya, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,94000,2,67,Ground floor,2020-09-15
,"Flat / Apartment in calle PUERTO RICO, 16, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,121500,2,85,1,2020-09-15
,"Flat / Apartment in calle Guenia, Centro, Arrecife",Lanzarote,Arrecife,Centro,155000,3,110,3,2020-09-15
,"Flat / Apartment in San Simon, 26, San Bartolomé",Lanzarote,San Bartolomé,26,135000,5,129,1,2020-09-15
,"Flat / Apartment in Periodista Viera, Centro, Arrecife",Lanzarote,Arrecife,Centro,100000,3,85,2,2020-09-15
,"Flat / Apartment in calle Lebrillo, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,124000,3,113,1,2020-09-15
,"Flat / Apartment in calle Isla de Lobos, Costa Teguise, Teguise",Lanzarote,Teguise,Costa Teguise,150000,2,60,1,2020-09-15
,"Flat / Apartment in JUANA DE ARCOS, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,150100,3,89,1,2020-09-15
,"Flat / Apartment in JUANA DE ARCOS, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,125110,2,75,2,2020-09-15
,"Flat / Apartment in Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,139000,4,137,Ground floor,2020-09-15
,"Flat / Apartment in Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,100419,3,78,Ground floor,2020-09-15
,"Duplex in Montaña Roja, Yaiza",Lanzarote,Yaiza,Montaña Roja,149000,2,81,Ground floor,2020-09-15
,"Flat / Apartment in Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,97837,3,84,Ground floor,2020-09-15
,"Flat / Apartment in Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,91774,2,78,Ground floor,2020-09-15
,"Flat / Apartment in Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,159000,3,100,1,2020-09-15
,"Flat / Apartment in Centro, Arrecife",Lanzarote,Arrecife,Centro,158000,3,85,1,2020-09-15
,"Duplex in Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,135000,2,85,Ground floor,2020-09-15
,"Flat / Apartment in Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,110000,2,66,1,2020-09-15
,"Flat / Apartment in calle Juana de Arco, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,103000,3,80,Ground floor,2020-09-15
,"Flat / Apartment in avenida las Palmeras, Costa Teguise, Teguise",Lanzarote,Teguise,Costa Teguise,175000,2,78,2,2020-09-15
,"Flat / Apartment in calle Juana de Arco, 38, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,128000,3,90,1,2020-09-15
,"Flat / Apartment in Av. Faro Pechiguera, Montaña Roja, Yaiza",Lanzarote,Yaiza,Montaña Roja,125000,2,76,1,2020-09-15
,"Flat / Apartment in Parranda de los buches, 1, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,167940,3,112,1,2020-09-15
,"Flat / Apartment in calle Blasco Ibáñez, NN, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,101000,3,193,Ground floor,2020-09-15
,"Flat / Apartment in PANAMA, Costa Teguise, Teguise",Lanzarote,Teguise,Costa Teguise,140000,2,95,Ground floor,2020-09-15
,"Flat / Apartment in calle Norte, Centro, Arrecife",Lanzarote,Arrecife,Centro,136000,3,98,Ground floor,2020-09-15
,"Flat / Apartment in Nasa, San Bartolomé",Lanzarote,San Bartolomé,Nasa,192000,2,75,1,2020-09-15
,"Flat / Apartment in calle Ingeniero Paz Peraza, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,179000,3,106,1,2020-09-15
,"Flat / Apartment in Costa Teguise, Teguise",Lanzarote,Teguise,Costa Teguise,148000,2,72,Ground floor,2020-09-15
,"Flat / Apartment in calle León y Castillo, Centro, Arrecife",Lanzarote,Arrecife,Centro,185000,3,110,2,2020-09-15
,"Duplex in Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,93000,4,90,Ground floor,2020-09-15
,"Duplex in Centro, Arrecife",Lanzarote,Arrecife,Centro,173000,2,90,Ground floor,2020-09-15
,"Flat / Apartment in Calle Coronel Bens, Centro, Arrecife",Lanzarote,Arrecife,Centro,129000,3,113,Ground floor,2020-09-15
,"Flat / Apartment in calle Alegranza, 12, Centro, Arrecife",Lanzarote,Arrecife,Centro,96000,2,50,,2020-09-15
,"Flat / Apartment in avenida del mar, Costa Teguise, Teguise",Lanzarote,Teguise,Costa Teguise,148500,2,60,Ground floor,2020-09-15
,Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,Costa Teguise,148500,2,60,Ground floor,2020-09-15
,Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,Costa Teguise,148500,2,60,Ground floor,2020-09-15
,Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,Costa Teguise,148500,2,60,Ground floor,2020-09-15
,Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,Costa Teguise,148500,2,60,Ground floor,2020-09-15
,Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,Costa Teguise,148500,2,60,Ground floor,2020-09-15
,Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,Costa Teguise,148500,2,60,Ground floor,2020-09-15
,Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,Costa Teguise,148500,2,60,Ground floor,2020-09-15
,"Flat / Apartment in Parroco San Martín, 6, San Bartolomé",Lanzarote,San Bartolomé,6,96500,2,57,1,2020-09-15
,"Flat / Apartment in calle Juana de Arco, Arrecife, NN, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,106000,2,70,1,2020-09-15
,"Flat / Apartment in calle Eugenio Dors, NN, Centro, Arrecife",Lanzarote,Arrecife,Centro,165000,3,121,3,2020-09-15
,"Duplex in calle Guanarame, 115, San Bartolomé",Lanzarote,San Bartolomé,115,185000,3,80,Ground floor,2020-09-15
,"Duplex in calle las Adelfas, Costa Teguise, Teguise",Lanzarote,Teguise,Costa Teguise,169000,2,98,Mezzanine,2020-09-15
,"Flat / Apartment in calle Janubio, 10, Costa de Papagayo, Yaiza",Lanzarote,Yaiza,Costa de Papagayo,173000,2,58,Ground floor,2020-09-15
,"Flat / Apartment in PLAN PARCIAL MONTAÑA ROJA, Montaña Roja, Yaiza",Lanzarote,Yaiza,Montaña Roja,115000,2,64,1,2020-09-15
,"Flat / Apartment in JUANA DE ARCOS, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,112150,2,64,1,2020-09-15
,"Flat / Apartment in calle Volcán de la Corona, Puerto del Carmen, Tias",Lanzarote,Tias,Puerto del Carmen,195000,2,73,Ground floor,2020-09-15
,"Flat / Apartment in calle Aires de Lima, NN, Argana-Maneje, Arrecife",Lanzarote,Arrecife,Argana-Maneje,78000,2,57,Ground floor,2020-09-15
,"Flat / Apartment in calle Janubio ,, Costa de Papagayo, Yaiza",Lanzarote,Yaiza,Costa de Papagayo,176000,2,70,1,2020-09-15
,"Flat / Apartment in calle los Lirios, Tías, Tias",Lanzarote,Tias,Tías,165000,4,90,1,2020-09-15
,"Flat / Apartment in calle Vicente Guerra, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,99000,3,83,Ground floor,2020-09-15
,"Flat / Apartment in calle botavara, Puerto del Carmen, Tias",Lanzarote,Tias,Puerto del Carmen,147000,2,69,1,2020-09-15
,"Flat / Apartment in Centro, Arrecife",Lanzarote,Arrecife,Centro,162750,3,90,,2020-09-15
,"Duplex in calle la Laguna, Costa Teguise, Teguise",Lanzarote,Teguise,Costa Teguise,195000,2,82,,2020-09-15
,"Duplex in calle Irlanda, Montaña Roja, Yaiza",Lanzarote,Yaiza,Montaña Roja,149000,2,85,1,2020-09-15
,"Flat / Apartment in Los Lirios, 1, Tías, Tias",Lanzarote,Tias,Tías,106500,3,86,Ground floor,2020-09-15
,"Flat / Apartment in Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,130000,3,93,2,2020-09-15
,Duplex in San Bartolomé,Lanzarote,San Bartolomé,Valterra-La Vega-Las Salinas,130000,3,93,2,2020-09-15
,"Flat / Apartment in Centro, Arrecife",Lanzarote,Arrecife,Centro,143000,2,69,,2020-09-15
,"Flat / Apartment in Puerto del Carmen, Tias",Lanzarote,Tias,Puerto del Carmen,169000,2,65,Ground floor,2020-09-15
,"Flat / Apartment in Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,153000,3,93,3,2020-09-15
,"Flat / Apartment in Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,133000,3,110,1,2020-09-15
,"Flat / Apartment in Centro, Arrecife",Lanzarote,Arrecife,Centro,110000,2,65,1,2020-09-15
,Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,Centro,110000,2,65,1,2020-09-15
,"Flat / Apartment in puerto rico, 23, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,120000,3,99,1,2020-09-15
,"Flat / Apartment in Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,163260,3,106,2,2020-09-15
,"Flat / Apartment in calle de Jesús Soto Morales, 40, Argana-Maneje, Arrecife",Lanzarote,Arrecife,Argana-Maneje,89000,2,150,1,2020-09-15
,"Flat / Apartment in Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,140000,4,97,1,2020-09-15
,"Flat / Apartment in calle Guarapo, Villa de Teguise, Teguise",Lanzarote,Teguise,Villa de Teguise,180000,6,280,Ground floor,2020-09-15
,Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,Villa de Teguise,180000,6,280,Ground floor,2020-09-15
,"Flat / Apartment in Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,149000,3,100,1,2020-09-15
,"Flat / Apartment in calle ingeniero Paz Peraza, 5, Centro, Arrecife",Lanzarote,Arrecife,Centro,160000,3,100,1,2020-09-15
,"Flat / Apartment in camino Víctor Fernández Gopar, Tías, Tias",Lanzarote,Tias,Tías,140000,2,63,,2020-09-15
,"Flat / Apartment in calle de Jesús Soto Morales, 40, Argana-Maneje, Arrecife",Lanzarote,Arrecife,Argana-Maneje,89000,2,150,1,2020-09-15
,"Flat / Apartment in calle de Vicente Vilas González, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,137000,3,94,Ground floor,2020-09-15
,"Flat / Apartment in calle el greco, Centro, Arrecife",Lanzarote,Arrecife,Centro,190000,4,95,1,2020-09-15
,"Flat / Apartment in calle los lirios, Tías, Tias",Lanzarote,Tias,Tías,114000,3,87,Ground floor,2020-09-15
,"Flat / Apartment in calle almud, San Bartolomé",Lanzarote,San Bartolomé,calle almud,137000,2,73,1,2020-09-15
,"Flat / Apartment in calle de Blas Cabrera Topham, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,110000,2,58,2,2020-09-15
,"Flat / Apartment in Costa Teguise, Costa Teguise, Teguise",Lanzarote,Teguise,Costa Teguise,180000,2,63,Ground floor,2020-09-15
,"Flat / Apartment in alemania, Montaña Roja, Yaiza",Lanzarote,Yaiza,Montaña Roja,125180,2,91,1,2020-09-15
,"Flat / Apartment in calle San Borondon, San Bartolomé",Lanzarote,San Bartolomé,calle San Borondon,142000,2,59,Ground floor,2020-09-15
,"Flat / Apartment in Costa Teguise, Costa Teguise, Teguise",Lanzarote,Teguise,Costa Teguise,179995,2,80,1,2020-09-15
,"Flat / Apartment in calle Almirante Boado Endeiza, Centro, Arrecife",Lanzarote,Arrecife,Centro,198000,3,96,3,2020-09-15
,"Flat / Apartment in rafael alberti, Argana-Maneje, Arrecife",Lanzarote,Arrecife,Argana-Maneje,98000,3,80,1,2020-09-15
,"Flat / Apartment in calle León y Castillo, Arrecife, Centro, Arrecife",Lanzarote,Arrecife,Centro,150000,2,72,1,2020-09-15
,"Flat / Apartment in calle Juana de Arco, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,128000,3,77,2,2020-09-15
,"Flat / Apartment in Yaiza - Uga, Yaiza",Lanzarote,Yaiza,Yaiza - Uga,100000,3,63,Ground floor,2020-09-15
,"Flat / Apartment in Playa Blanca, Yaiza",Lanzarote,Yaiza,Playa Blanca,115000,2,70,Ground floor,2020-09-15
,"Flat / Apartment in Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,120000,2,102,,2020-09-15
,"Flat / Apartment in calle Manolo Millares, Centro, Arrecife",Lanzarote,Arrecife,Centro,147000,3,116,2,2020-09-15
,"Flat / Apartment in Centro, Arrecife",Lanzarote,Arrecife,Centro,128000,3,66,3,2020-09-15
,"Flat / Apartment in calle Periodista Viera, Centro, Arrecife",Lanzarote,Arrecife,Centro,162000,3,90,1,2020-09-15
,"Flat / Apartment in calle El Indio, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,96000,2,57,2,2020-09-15
,"Flat / Apartment in calle Peñas del Chache, Centro, Arrecife",Lanzarote,Arrecife,Centro,131700,3,115,2,2020-09-15
,"Flat / Apartment in Puerto del Carmen, Tias",Lanzarote,Tias,Puerto del Carmen,145000,2,53,Ground floor,2020-09-15
,Duplex in San Bartolomé,Lanzarote,San Bartolomé,Puerto del Carmen,145000,2,53,Ground floor,2020-09-15
,"Flat / Apartment in Centro, Arrecife",Lanzarote,Arrecife,Centro,100000,3,85,2,2020-09-15
,"Duplex in Costa Teguise, Teguise",Lanzarote,Teguise,Costa Teguise,199000,3,145,Ground floor,2020-09-15
,Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,Costa Teguise,199000,3,145,Ground floor,2020-09-15
,"Penthouse in Tías, Tias",Lanzarote,Tias,Tías,159000,3,102,2,2020-09-15
,"Penthouse in calle Marqués de Santillana, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,95000,2,58,2,2020-09-15
,"Flat / Apartment in calle Periodista Viera, 9, Centro, Arrecife",Lanzarote,Arrecife,Centro,162000,3,90,1,2020-09-15
,"Flat / Apartment in Zona Industrial, Montaña Roja, Yaiza",Lanzarote,Yaiza,Montaña Roja,125180,2,92,,2020-09-15
,"Flat / Apartment in calle Janubio, 10, Costa de Papagayo, Yaiza",Lanzarote,Yaiza,Costa de Papagayo,175000,2,75,Ground floor,2020-09-15
,Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,Costa de Papagayo,175000,2,75,Ground floor,2020-09-15
,Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,Costa de Papagayo,175000,2,75,Ground floor,2020-09-15
,"Flat / Apartment in avenida del Mar, 27, Costa Teguise, Teguise",Lanzarote,Teguise,Costa Teguise,150000,2,67,Ground floor,2020-09-15
,Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,Costa Teguise,150000,2,67,Ground floor,2020-09-15
,Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,Costa Teguise,150000,2,67,Ground floor,2020-09-15
,"Flat / Apartment in calle Pleamar, San Bartolomé",Lanzarote,San Bartolomé,calle Pleamar,155000,2,60,1,2020-09-15
,Flat / Apartment in Haria,Lanzarote,Haria,calle Pleamar,155000,2,60,1,2020-09-15
,"Flat / Apartment in Centro, Arrecife",Lanzarote,Arrecife,Centro,195000,3,113,2,2020-09-15
,"Duplex in Costa Teguise, Teguise",Lanzarote,Teguise,Costa Teguise,185000,2,97,Ground floor,2020-09-15
,"Flat / Apartment in calle Tindaya, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,106000,3,86,2,2020-09-15
,"Duplex in Montaña Roja, Yaiza",Lanzarote,Yaiza,Montaña Roja,147500,2,84,Ground floor,2020-09-15
,"Flat / Apartment in Costa Teguise, Teguise",Lanzarote,Teguise,Costa Teguise,180000,2,75,1,2020-09-15
,"Flat / Apartment in Montaña Roja, Yaiza",Lanzarote,Yaiza,Montaña Roja,125180,2,92,1,2020-09-15
,"Flat / Apartment in calle el Tres Papás, Arrecife, Centro, Arrecife",Lanzarote,Arrecife,Centro,110000,2,60,Ground floor,2020-09-15
,"Flat / Apartment in calle alisios, San Bartolomé",Lanzarote,San Bartolomé,calle alisios,165000,2,57,1,2020-09-15
,"Flat / Apartment in Tías, Tias",Lanzarote,Tias,Tías,119600,2,73,1,2020-09-15
,Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,Tías,119600,2,73,1,2020-09-15
