dateRep,cases,deaths,country
05/10/2020,1280,2,Kyrgyzstan
28/09/2020,884,1,Kyrgyzstan
21/09/2020,543,0,Kyrgyzstan
14/09/2020,477,3,Kyrgyzstan
07/09/2020,553,2,Kyrgyzstan
31/08/2020,772,1,Kyrgyzstan
24/08/2020,1135,-439,Kyrgyzstan
17/08/2020,1814,22,Kyrgyzstan
10/08/2020,3048,54,Kyrgyzstan
03/08/2020,3833,119,Kyrgyzstan
27/07/2020,6153,264,Kyrgyzstan
20/07/2020,16026,890,Kyrgyzstan
13/07/2020,3426,55,Kyrgyzstan
06/07/2020,2674,42,Kyrgyzstan
29/06/2020,1661,10,Kyrgyzstan
22/06/2020,984,13,Kyrgyzstan
15/06/2020,340,4,Kyrgyzstan
08/06/2020,215,7,Kyrgyzstan
01/06/2020,384,0,Kyrgyzstan
25/05/2020,217,2,Kyrgyzstan
18/05/2020,200,2,Kyrgyzstan
11/05/2020,186,2,Kyrgyzstan
04/05/2020,135,2,Kyrgyzstan
27/04/2020,127,1,Kyrgyzstan
20/04/2020,149,2,Kyrgyzstan
13/04/2020,203,1,Kyrgyzstan
06/04/2020,132,4,Kyrgyzstan
30/03/2020,70,0,Kyrgyzstan
23/03/2020,14,0,Kyrgyzstan
08/02/2021,1,0,Laos
01/02/2021,0,0,Laos
25/01/2021,3,0,Laos
18/01/2021,0,0,Laos
11/01/2021,0,0,Laos
04/01/2021,0,0,Laos
28/12/2020,0,0,Laos
21/12/2020,0,0,Laos
14/12/2020,0,0,Laos
07/12/2020,2,0,Laos
30/11/2020,15,0,Laos
23/11/2020,0,0,Laos
16/11/2020,0,0,Laos
09/11/2020,0,0,Laos
02/11/2020,0,0,Laos
26/10/2020,1,0,Laos
19/10/2020,0,0,Laos
12/10/2020,0,0,Laos
05/10/2020,0,0,Laos
28/09/2020,0,0,Laos
21/09/2020,0,0,Laos
14/09/2020,1,0,Laos
07/09/2020,0,0,Laos
31/08/2020,0,0,Laos
24/08/2020,2,0,Laos
17/08/2020,0,0,Laos
10/08/2020,0,0,Laos
03/08/2020,0,0,Laos
27/07/2020,1,0,Laos
20/07/2020,0,0,Laos
13/07/2020,0,0,Laos
06/07/2020,0,0,Laos
29/06/2020,0,0,Laos
22/06/2020,0,0,Laos
15/06/2020,0,0,Laos
08/06/2020,0,0,Laos
01/06/2020,0,0,Laos
25/05/2020,0,0,Laos
18/05/2020,0,0,Laos
11/05/2020,0,0,Laos
04/05/2020,0,0,Laos
27/04/2020,0,0,Laos
20/04/2020,0,0,Laos
13/04/2020,8,0,Laos
06/04/2020,5,0,Laos
30/03/2020,6,0,Laos
08/02/2021,5847,152,Latvia
01/02/2021,5233,84,Latvia
25/01/2021,5344,133,Latvia
18/01/2021,6096,129,Latvia
11/01/2021,7071,169,Latvia
04/01/2021,6167,121,Latvia
28/12/2020,5390,120,Latvia
21/12/2020,5265,90,Latvia
14/12/2020,4362,87,Latvia
07/12/2020,4338,65,Latvia
30/11/2020,3855,44,Latvia
23/11/2020,2573,30,Latvia
16/11/2020,2452,24,Latvia
09/11/2020,1959,25,Latvia
02/11/2020,1458,18,Latvia
26/10/2020,1228,14,Latvia
19/10/2020,780,2,Latvia
12/10/2020,584,2,Latvia
05/10/2020,410,2,Latvia
28/09/2020,151,0,Latvia
21/09/2020,51,1,Latvia
14/09/2020,46,0,Latvia
07/09/2020,35,1,Latvia
31/08/2020,56,1,Latvia
24/08/2020,15,1,Latvia
17/08/2020,32,0,Latvia
10/08/2020,47,0,Latvia
03/08/2020,24,1,Latvia
27/07/2020,27,0,Latvia
20/07/2020,19,1,Latvia
13/07/2020,49,0,Latvia
06/07/2020,8,0,Latvia
29/06/2020,5,0,Latvia
22/06/2020,14,2,Latvia
15/06/2020,9,3,Latvia
08/06/2020,22,1,Latvia
01/06/2020,19,2,Latvia
25/05/2020,39,3,Latvia
18/05/2020,69,1,Latvia
11/05/2020,60,2,Latvia
04/05/2020,67,4,Latvia
27/04/2020,85,7,Latvia
20/04/2020,76,0,Latvia
13/04/2020,118,4,Latvia
06/04/2020,157,1,Latvia
30/03/2020,237,0,Latvia
23/03/2020,108,0,Latvia
16/03/2020,28,0,Latvia
09/03/2020,3,0,Latvia
08/02/2021,18865,534,Lebanon
01/02/2021,21455,762,Lebanon
25/01/2021,26785,455,Lebanon
18/01/2021,33516,259,Lebanon
11/01/2021,30018,107,Lebanon
04/01/2021,18052,105,Lebanon
28/12/2020,13122,113,Lebanon
21/12/2020,11584,81,Lebanon
14/12/2020,9367,101,Lebanon
07/12/2020,10209,95,Lebanon
30/11/2020,10468,104,Lebanon
23/11/2020,11046,83,Lebanon
16/11/2020,11194,94,Lebanon
09/11/2020,11619,80,Lebanon
02/11/2020,11227,78,Lebanon
26/10/2020,9104,45,Lebanon
19/10/2020,9728,65,Lebanon
12/10/2020,8076,49,Lebanon
05/10/2020,8228,59,Lebanon
28/09/2020,6951,50,Lebanon
21/09/2020,4993,56,Lebanon
14/09/2020,3884,50,Lebanon
07/09/2020,3556,31,Lebanon
31/08/2020,4679,39,Lebanon
24/08/2020,3310,18,Lebanon
17/08/2020,2364,27,Lebanon
10/08/2020,1632,14,Lebanon
03/08/2020,1135,11,Lebanon
27/07/2020,891,11,Lebanon
20/07/2020,525,4,Lebanon
13/07/2020,461,0,Lebanon
06/07/2020,133,2,Lebanon
29/06/2020,153,2,Lebanon
22/06/2020,141,0,Lebanon
15/06/2020,115,2,Lebanon
08/06/2020,111,3,Lebanon
01/06/2020,106,1,Lebanon
25/05/2020,203,0,Lebanon
18/05/2020,66,0,Lebanon
11/05/2020,108,1,Lebanon
04/05/2020,30,1,Lebanon
27/04/2020,34,3,Lebanon
20/04/2020,43,1,Lebanon
13/04/2020,103,2,Lebanon
06/04/2020,89,8,Lebanon
30/03/2020,190,6,Lebanon
23/03/2020,149,1,Lebanon
16/03/2020,67,3,Lebanon
09/03/2020,22,0,Lebanon
02/03/2020,9,0,Lebanon
24/02/2020,1,0,Lebanon
17/02/2020,0,0,Lebanon
10/02/2020,0,0,Lebanon
03/02/2020,0,0,Lebanon
27/01/2020,0,0,Lebanon
20/01/2020,0,0,Lebanon
13/01/2020,0,0,Lebanon
06/01/2020,0,0,Lebanon
08/02/2021,1102,23,Lesotho
01/02/2021,622,37,Lesotho
25/01/2021,1285,30,Lesotho
18/01/2021,434,8,Lesotho
11/01/2021,2731,20,Lesotho
04/01/2021,250,14,Lesotho
28/12/2020,410,3,Lesotho
21/12/2020,261,4,Lesotho
14/12/2020,135,0,Lesotho
07/12/2020,41,0,Lesotho
30/11/2020,24,0,Lesotho
23/11/2020,44,0,Lesotho
16/11/2020,74,0,Lesotho
09/11/2020,20,1,Lesotho
02/11/2020,7,0,Lesotho
26/10/2020,107,1,Lesotho
19/10/2020,28,0,Lesotho
12/10/2020,125,3,Lesotho
05/10/2020,122,4,Lesotho
28/09/2020,134,2,Lesotho
21/09/2020,179,0,Lesotho
14/09/2020,97,2,Lesotho
07/09/2020,82,0,Lesotho
31/08/2020,51,1,Lesotho
24/08/2020,69,0,Lesotho
17/08/2020,204,7,Lesotho
10/08/2020,24,4,Lesotho
03/08/2020,272,8,Lesotho
27/07/2020,87,5,Lesotho
20/07/2020,126,4,Lesotho
13/07/2020,154,2,Lesotho
06/07/2020,52,0,Lesotho
29/06/2020,23,0,Lesotho
22/06/2020,0,0,Lesotho
15/06/2020,0,0,Lesotho
08/06/2020,2,0,Lesotho
01/06/2020,0,0,Lesotho
25/05/2020,1,0,Lesotho
18/05/2020,1,0,Lesotho
08/02/2021,17,0,Liberia
01/02/2021,25,0,Liberia
25/01/2021,27,0,Liberia
18/01/2021,87,1,Liberia
11/01/2021,0,0,Liberia
04/01/2021,0,0,Liberia
28/12/2020,12,0,Liberia
21/12/2020,17,0,Liberia
14/12/2020,95,0,Liberia
07/12/2020,81,0,Liberia
30/11/2020,44,1,Liberia
23/11/2020,44,0,Liberia
16/11/2020,65,0,Liberia
09/11/2020,16,0,Liberia
02/11/2020,33,0,Liberia
26/10/2020,16,0,Liberia
19/10/2020,14,0,Liberia
12/10/2020,15,0,Liberia
05/10/2020,9,0,Liberia
28/09/2020,4,0,Liberia
21/09/2020,16,0,Liberia
14/09/2020,12,0,Liberia
07/09/2020,3,0,Liberia
31/08/2020,18,0,Liberia
24/08/2020,29,0,Liberia
17/08/2020,20,3,Liberia
10/08/2020,30,2,Liberia
03/08/2020,45,5,Liberia
27/07/2020,71,2,Liberia
20/07/2020,81,19,Liberia
13/07/2020,136,14,Liberia
06/07/2020,106,3,Liberia
29/06/2020,142,0,Liberia
22/06/2020,168,2,Liberia
15/06/2020,99,2,Liberia
08/06/2020,71,3,Liberia
01/06/2020,23,1,Liberia
25/05/2020,39,5,Liberia
18/05/2020,27,1,Liberia
11/05/2020,41,2,Liberia
04/05/2020,34,6,Liberia
27/04/2020,33,4,Liberia
20/04/2020,41,3,Liberia
13/04/2020,37,2,Liberia
06/04/2020,10,3,Liberia
30/03/2020,0,0,Liberia
23/03/2020,3,0,Liberia
08/02/2021,4624,70,Libya
01/02/2021,4103,94,Libya
25/01/2021,5430,91,Libya
18/01/2021,4491,109,Libya
11/01/2021,3403,63,Libya
04/01/2021,3594,90,Libya
28/12/2020,3181,67,Libya
21/12/2020,4421,70,Libya
14/12/2020,4199,68,Libya
07/12/2020,4150,65,Libya
30/11/2020,4607,77,Libya
23/11/2020,4221,72,Libya
16/11/2020,5485,88,Libya
09/11/2020,6072,58,Libya
02/11/2020,6032,76,Libya
26/10/2020,7223,70,Libya
19/10/2020,6078,94,Libya
12/10/2020,5903,39,Libya
05/10/2020,4445,72,Libya
28/09/2020,4415,82,Libya
21/09/2020,5168,76,Libya
14/09/2020,5032,77,Libya
07/09/2020,4326,53,Libya
31/08/2020,2986,44,Libya
24/08/2020,2699,43,Libya
17/08/2020,2506,32,Libya
10/08/2020,1541,33,Libya
03/08/2020,1144,22,Libya
27/07/2020,681,10,Libya
20/07/2020,433,9,Libya
13/07/2020,444,12,Libya
06/07/2020,227,6,Libya
29/06/2020,218,11,Libya
22/06/2020,126,2,Libya
15/06/2020,162,3,Libya
08/06/2020,100,0,Libya
01/06/2020,81,2,Libya
25/05/2020,10,0,Libya
18/05/2020,1,0,Libya
11/05/2020,1,0,Libya
04/05/2020,2,1,Libya
27/04/2020,12,1,Libya
20/04/2020,24,0,Libya
13/04/2020,7,0,Libya
06/04/2020,10,1,Libya
30/03/2020,8,0,Libya
08/02/2021,29,0,Liechtenstein
01/02/2021,43,0,Liechtenstein
25/01/2021,59,2,Liechtenstein
18/01/2021,49,1,Liechtenstein
11/01/2021,124,14,Liechtenstein
04/01/2021,130,8,Liechtenstein
28/12/2020,263,3,Liechtenstein
21/12/2020,315,6,Liechtenstein
14/12/2020,118,2,Liechtenstein
07/12/2020,123,1,Liechtenstein
30/11/2020,161,7,Liechtenstein
23/11/2020,127,4,Liechtenstein
16/11/2020,197,1,Liechtenstein
09/11/2020,237,0,Liechtenstein
02/11/2020,186,2,Liechtenstein
26/10/2020,141,0,Liechtenstein
19/10/2020,86,0,Liechtenstein
12/10/2020,12,0,Liechtenstein
05/10/2020,9,0,Liechtenstein
28/09/2020,5,0,Liechtenstein
21/09/2020,1,0,Liechtenstein
14/09/2020,3,0,Liechtenstein
07/09/2020,0,0,Liechtenstein
31/08/2020,7,0,Liechtenstein
24/08/2020,8,0,Liechtenstein
17/08/2020,4,0,Liechtenstein
10/08/2020,0,0,Liechtenstein
03/08/2020,2,0,Liechtenstein
27/07/2020,0,0,Liechtenstein
20/07/2020,2,0,Liechtenstein
13/07/2020,1,0,Liechtenstein
06/07/2020,1,0,Liechtenstein
29/06/2020,0,0,Liechtenstein
22/06/2020,0,0,Liechtenstein
15/06/2020,0,0,Liechtenstein
08/06/2020,0,0,Liechtenstein
01/06/2020,0,0,Liechtenstein
25/05/2020,0,0,Liechtenstein
18/05/2020,0,0,Liechtenstein
11/05/2020,0,0,Liechtenstein
04/05/2020,0,0,Liechtenstein
27/04/2020,1,0,Liechtenstein
20/04/2020,2,0,Liechtenstein
13/04/2020,2,0,Liechtenstein
06/04/2020,16,1,Liechtenstein
30/03/2020,16,0,Liechtenstein
23/03/2020,39,0,Liechtenstein
16/03/2020,7,0,Liechtenstein
08/02/2021,4146,130,Lithuania
01/02/2021,5727,161,Lithuania
25/01/2021,9174,195,Lithuania
18/01/2021,7546,237,Lithuania
11/01/2021,12459,282,Lithuania
04/01/2021,15618,681,Lithuania
28/12/2020,17882,230,Lithuania
21/12/2020,19466,214,Lithuania
14/12/2020,18985,188,Lithuania
07/12/2020,14711,131,Lithuania
30/11/2020,14278,120,Lithuania
23/11/2020,12289,109,Lithuania
16/11/2020,10059,70,Lithuania
09/11/2020,8980,41,Lithuania
02/11/2020,5535,32,Lithuania
26/10/2020,2663,21,Lithuania
19/10/2020,1399,10,Lithuania
12/10/2020,937,9,Lithuania
05/10/2020,800,3,Lithuania
28/09/2020,641,4,Lithuania
21/09/2020,409,0,Lithuania
14/09/2020,252,1,Lithuania
07/09/2020,209,0,Lithuania
31/08/2020,239,2,Lithuania
24/08/2020,219,3,Lithuania
17/08/2020,164,0,Lithuania
10/08/2020,142,1,Lithuania
03/08/2020,102,0,Lithuania
27/07/2020,76,0,Lithuania
20/07/2020,63,1,Lithuania
13/07/2020,33,0,Lithuania
06/07/2020,20,1,Lithuania
29/06/2020,18,2,Lithuania
22/06/2020,30,1,Lithuania
15/06/2020,54,4,Lithuania
08/06/2020,39,1,Lithuania
01/06/2020,52,7,Lithuania
25/05/2020,82,7,Lithuania
18/05/2020,62,6,Lithuania
11/05/2020,69,4,Lithuania
04/05/2020,-28,5,Lithuania
27/04/2020,112,5,Lithuania
20/04/2020,264,12,Lithuania
13/04/2020,251,11,Lithuania
06/04/2020,327,6,Lithuania
30/03/2020,341,6,Lithuania
23/03/2020,129,1,Lithuania
16/03/2020,13,0,Lithuania
09/03/2020,0,0,Lithuania
02/03/2020,1,0,Lithuania
24/02/2020,0,0,Lithuania
17/02/2020,0,0,Lithuania
10/02/2020,0,0,Lithuania
03/02/2020,0,0,Lithuania
27/01/2020,0,0,Lithuania
20/01/2020,0,0,Lithuania
13/01/2020,0,0,Lithuania
06/01/2020,0,0,Lithuania
08/02/2021,1179,13,Luxembourg
01/02/2021,965,16,Luxembourg
25/01/2021,852,12,Luxembourg
18/01/2021,868,19,Luxembourg
11/01/2021,1065,27,Luxembourg
04/01/2021,1070,19,Luxembourg
28/12/2020,1782,47,Luxembourg
21/12/2020,2795,44,Luxembourg
14/12/2020,3588,46,Luxembourg
07/12/2020,3711,44,Luxembourg
30/11/2020,3640,44,Luxembourg
23/11/2020,3789,40,Luxembourg
16/11/2020,4063,37,Luxembourg
09/11/2020,3699,25,Luxembourg
02/11/2020,4578,15,Luxembourg
26/10/2020,3558,12,Luxembourg
19/10/2020,1286,3,Luxembourg
12/10/2020,651,5,Luxembourg
05/10/2020,352,1,Luxembourg
28/09/2020,553,0,Luxembourg
21/09/2020,610,0,Luxembourg
14/09/2020,298,0,Luxembourg
07/09/2020,271,0,Luxembourg
31/08/2020,-1079,0,Luxembourg
24/08/2020,265,1,Luxembourg
17/08/2020,326,4,Luxembourg
10/08/2020,418,2,Luxembourg
03/08/2020,423,5,Luxembourg
27/07/2020,789,1,Luxembourg
20/07/2020,558,0,Luxembourg
13/07/2020,403,1,Luxembourg
06/07/2020,280,0,Luxembourg
29/06/2020,122,0,Luxembourg
22/06/2020,50,0,Luxembourg
15/06/2020,31,0,Luxembourg
08/06/2020,21,0,Luxembourg
01/06/2020,26,0,Luxembourg
25/05/2020,47,3,Luxembourg
18/05/2020,59,6,Luxembourg
11/05/2020,62,5,Luxembourg
04/05/2020,101,8,Luxembourg
27/04/2020,173,15,Luxembourg
20/04/2020,269,7,Luxembourg
13/04/2020,477,30,Luxembourg
06/04/2020,854,15,Luxembourg
30/03/2020,1152,13,Luxembourg
23/03/2020,721,7,Luxembourg
16/03/2020,72,1,Luxembourg
09/03/2020,4,0,Luxembourg
02/03/2020,1,0,Luxembourg
24/02/2020,0,0,Luxembourg
17/02/2020,0,0,Luxembourg
10/02/2020,0,0,Luxembourg
03/02/2020,0,0,Luxembourg
27/01/2020,0,0,Luxembourg
20/01/2020,0,0,Luxembourg
13/01/2020,0,0,Luxembourg
06/01/2020,0,0,Luxembourg
08/02/2021,295,4,Madagascar
01/02/2021,322,2,Madagascar
25/01/2021,442,6,Madagascar
18/01/2021,300,6,Madagascar
11/01/2021,234,5,Madagascar
04/01/2021,53,1,Madagascar
28/12/2020,81,1,Madagascar
21/12/2020,0,2,Madagascar
14/12/2020,120,3,Madagascar
07/12/2020,172,4,Madagascar
30/11/2020,0,0,Madagascar
23/11/2020,108,2,Madagascar
16/11/2020,10,0,Madagascar
09/11/2020,112,5,Madagascar
02/11/2020,143,0,Madagascar
26/10/2020,158,6,Madagascar
19/10/2020,92,1,Madagascar
12/10/2020,160,5,Madagascar
05/10/2020,273,3,Madagascar
28/09/2020,232,6,Madagascar
21/09/2020,296,12,Madagascar
14/09/2020,438,11,Madagascar
07/09/2020,476,9,Madagascar
31/08/2020,516,13,Madagascar
24/08/2020,500,8,Madagascar
17/08/2020,741,22,Madagascar
10/08/2020,1558,34,Madagascar
03/08/2020,2233,29,Madagascar
27/07/2020,2246,26,Madagascar
20/07/2020,2182,24,Madagascar
13/07/2020,2139,6,Madagascar
06/07/2020,650,11,Madagascar
29/06/2020,482,4,Madagascar
22/06/2020,324,4,Madagascar
15/06/2020,220,1,Madagascar
08/06/2020,281,3,Madagascar
01/06/2020,244,4,Madagascar
25/05/2020,223,1,Madagascar
18/05/2020,133,1,Madagascar
11/05/2020,22,0,Madagascar
04/05/2020,25,0,Madagascar
27/04/2020,3,0,Madagascar
20/04/2020,15,0,Madagascar
13/04/2020,34,0,Madagascar
06/04/2020,35,0,Madagascar
30/03/2020,34,0,Madagascar
23/03/2020,3,0,Madagascar
08/02/2021,3057,162,Malawi
01/02/2021,4378,194,Malawi
25/01/2021,7517,204,Malawi
18/01/2021,3895,89,Malawi
11/01/2021,1731,30,Malawi
04/01/2021,467,7,Malawi
28/12/2020,216,1,Malawi
21/12/2020,95,0,Malawi
14/12/2020,15,2,Malawi
07/12/2020,26,0,Malawi
30/11/2020,22,0,Malawi
23/11/2020,38,0,Malawi
16/11/2020,14,1,Malawi
09/11/2020,19,0,Malawi
02/11/2020,42,1,Malawi
26/10/2020,33,2,Malawi
19/10/2020,36,1,Malawi
12/10/2020,35,1,Malawi
05/10/2020,18,0,Malawi
28/09/2020,37,0,Malawi
21/09/2020,41,2,Malawi
14/09/2020,76,2,Malawi
07/09/2020,78,1,Malawi
31/08/2020,214,8,Malawi
24/08/2020,250,5,Malawi
17/08/2020,414,15,Malawi
10/08/2020,427,23,Malawi
03/08/2020,591,24,Malawi
27/07/2020,648,37,Malawi
20/07/2020,628,24,Malawi
13/07/2020,622,19,Malawi
06/07/2020,596,6,Malawi
29/06/2020,416,2,Malawi
22/06/2020,183,5,Malawi
15/06/2020,109,2,Malawi
08/06/2020,154,0,Malawi
01/06/2020,201,0,Malawi
25/05/2020,13,1,Malawi
18/05/2020,14,0,Malawi
11/05/2020,17,0,Malawi
04/05/2020,5,0,Malawi
27/04/2020,17,1,Malawi
20/04/2020,4,0,Malawi
13/04/2020,9,2,Malawi
06/04/2020,4,0,Malawi
08/02/2021,27493,112,Malaysia
01/02/2021,31158,82,Malaysia
25/01/2021,25367,77,Malaysia
18/01/2021,22442,50,Malaysia
11/01/2021,15174,50,Malaysia
04/01/2021,15722,49,Malaysia
28/12/2020,11787,15,Malaysia
21/12/2020,9834,22,Malaysia
14/12/2020,10781,33,Malaysia
07/12/2020,8209,25,Malaysia
30/11/2020,9710,22,Malaysia
23/11/2020,7358,26,Malaysia
16/11/2020,7208,23,Malaysia
09/11/2020,7704,37,Malaysia
02/11/2020,5940,20,Malaysia
26/10/2020,6067,42,Malaysia
19/10/2020,4841,30,Malaysia
12/10/2020,3276,20,Malaysia
05/10/2020,1462,3,Malaysia
28/09/2020,700,4,Malaysia
21/09/2020,304,2,Malaysia
14/09/2020,518,0,Malaysia
07/09/2020,63,2,Malaysia
31/08/2020,67,1,Malaysia
24/08/2020,67,0,Malaysia
17/08/2020,117,0,Malaysia
10/08/2020,84,0,Malaysia
03/08/2020,102,1,Malaysia
27/07/2020,118,1,Malaysia
20/07/2020,61,1,Malaysia
13/07/2020,60,1,Malaysia
06/07/2020,24,0,Malaysia
29/06/2020,62,0,Malaysia
22/06/2020,119,0,Malaysia
15/06/2020,131,4,Malaysia
08/06/2020,503,2,Malaysia
01/06/2020,574,0,Malaysia
25/05/2020,351,2,Malaysia
18/05/2020,238,5,Malaysia
11/05/2020,358,3,Malaysia
04/05/2020,518,7,Malaysia
27/04/2020,391,9,Malaysia
20/04/2020,706,13,Malaysia
13/04/2020,1021,15,Malaysia
06/04/2020,1192,27,Malaysia
30/03/2020,1164,24,Malaysia
23/03/2020,878,10,Malaysia
16/03/2020,329,0,Malaysia
09/03/2020,70,0,Malaysia
02/03/2020,7,0,Malaysia
24/02/2020,0,0,Malaysia
17/02/2020,4,0,Malaysia
10/02/2020,10,0,Malaysia
03/02/2020,4,0,Malaysia
27/01/2020,4,0,Malaysia
20/01/2020,0,0,Malaysia
13/01/2020,0,0,Malaysia
06/01/2020,0,0,Malaysia
08/02/2021,942,3,Maldives
01/02/2021,848,1,Maldives
25/01/2021,480,2,Maldives
18/01/2021,404,0,Maldives
11/01/2021,242,1,Maldives
04/01/2021,223,0,Maldives
28/12/2020,151,0,Maldives
21/12/2020,125,0,Maldives
14/12/2020,170,1,Maldives
07/12/2020,204,1,Maldives
30/11/2020,386,0,Maldives
23/11/2020,404,3,Maldives
16/11/2020,218,3,Maldives
09/11/2020,285,2,Maldives
02/11/2020,196,1,Maldives
26/10/2020,295,0,Maldives
19/10/2020,316,2,Maldives
12/10/2020,364,1,Maldives
05/10/2020,432,0,Maldives
28/09/2020,374,1,Maldives
21/09/2020,551,1,Maldives
14/09/2020,589,3,Maldives
07/09/2020,917,1,Maldives
31/08/2020,888,2,Maldives
24/08/2020,994,4,Maldives
17/08/2020,744,3,Maldives
10/08/2020,877,2,Maldives
03/08/2020,862,2,Maldives
27/07/2020,336,0,Maldives
20/07/2020,235,2,Maldives
13/07/2020,263,2,Maldives
06/07/2020,145,3,Maldives
29/06/2020,120,0,Maldives
22/06/2020,168,0,Maldives
15/06/2020,132,0,Maldives
08/06/2020,130,3,Maldives
01/06/2020,402,1,Maldives
25/05/2020,277,0,Maldives
18/05/2020,259,1,Maldives
11/05/2020,308,2,Maldives
04/05/2020,313,1,Maldives
27/04/2020,162,0,Maldives
20/04/2020,32,0,Maldives
13/04/2020,1,0,Maldives
06/04/2020,2,0,Maldives
30/03/2020,4,0,Maldives
23/03/2020,0,0,Maldives
16/03/2020,9,0,Maldives
09/03/2020,4,0,Maldives
08/02/2021,76,8,Mali
01/02/2021,117,8,Mali
25/01/2021,144,11,Mali
18/01/2021,239,13,Mali
11/01/2021,347,20,Mali
04/01/2021,550,22,Mali
28/12/2020,512,34,Mali
21/12/2020,377,28,Mali
14/12/2020,679,30,Mali
07/12/2020,476,15,Mali
30/11/2020,453,6,Mali
23/11/2020,338,4,Mali
16/11/2020,192,2,Mali
09/11/2020,131,1,Mali
02/11/2020,55,3,Mali
26/10/2020,111,1,Mali
19/10/2020,93,0,Mali
12/10/2020,102,1,Mali
05/10/2020,98,1,Mali
28/09/2020,73,2,Mali
21/09/2020,89,0,Mali
14/09/2020,82,1,Mali
07/09/2020,69,1,Mali
31/08/2020,68,1,Mali
24/08/2020,91,0,Mali
17/08/2020,47,0,Mali
10/08/2020,26,1,Mali
03/08/2020,31,1,Mali
27/07/2020,35,2,Mali
20/07/2020,64,0,Mali
13/07/2020,81,2,Mali
06/07/2020,183,5,Mali
29/06/2020,186,3,Mali
22/06/2020,152,7,Mali
15/06/2020,276,12,Mali
08/06/2020,268,15,Mali
01/06/2020,235,12,Mali
25/05/2020,170,13,Mali
18/05/2020,156,14,Mali
11/05/2020,141,11,Mali
04/05/2020,174,4,Mali
27/04/2020,165,9,Mali
20/04/2020,108,5,Mali
13/04/2020,71,4,Mali
06/04/2020,27,5,Mali
30/03/2020,18,0,Mali
08/02/2021,786,13,Malta
01/02/2021,1177,22,Malta
25/01/2021,1119,12,Malta
18/01/2021,1213,7,Malta
11/01/2021,1299,11,Malta
04/01/2021,804,6,Malta
28/12/2020,624,20,Malta
21/12/2020,548,20,Malta
14/12/2020,595,21,Malta
07/12/2020,786,15,Malta
30/11/2020,869,25,Malta
23/11/2020,867,15,Malta
16/11/2020,894,20,Malta
09/11/2020,842,14,Malta
02/11/2020,823,8,Malta
26/10/2020,838,8,Malta
19/10/2020,894,2,Malta
12/10/2020,517,4,Malta
05/10/2020,311,7,Malta
28/09/2020,230,11,Malta
21/09/2020,371,6,Malta
14/09/2020,329,1,Malta
07/09/2020,192,2,Malta
31/08/2020,217,2,Malta
24/08/2020,295,1,Malta
17/08/2020,367,0,Malta
10/08/2020,223,0,Malta
03/08/2020,84,0,Malta
27/07/2020,24,0,Malta
20/07/2020,2,0,Malta
13/07/2020,2,0,Malta
06/07/2020,2,0,Malta
29/06/2020,5,0,Malta
22/06/2020,15,0,Malta
15/06/2020,20,0,Malta
08/06/2020,11,0,Malta
01/06/2020,8,3,Malta
25/05/2020,53,0,Malta
18/05/2020,55,1,Malta
11/05/2020,23,1,Malta
04/05/2020,30,0,Malta
27/04/2020,18,1,Malta
20/04/2020,47,0,Malta
13/04/2020,143,3,Malta
06/04/2020,85,0,Malta
30/03/2020,49,0,Malta
23/03/2020,77,0,Malta
16/03/2020,27,0,Malta
09/03/2020,3,0,Malta
08/02/2021,0,0,Marshall Islands
01/02/2021,0,0,Marshall Islands
25/01/2021,0,0,Marshall Islands
18/01/2021,0,0,Marshall Islands
11/01/2021,0,0,Marshall Islands
04/01/2021,0,0,Marshall Islands
28/12/2020,0,0,Marshall Islands
21/12/2020,0,0,Marshall Islands
14/12/2020,0,0,Marshall Islands
07/12/2020,0,0,Marshall Islands
30/11/2020,0,0,Marshall Islands
23/11/2020,3,0,Marshall Islands
16/11/2020,0,0,Marshall Islands
09/11/2020,0,0,Marshall Islands
02/11/2020,1,0,Marshall Islands
08/02/2021,234,4,Mauritania
01/02/2021,146,5,Mauritania
25/01/2021,358,11,Mauritania
18/01/2021,527,21,Mauritania
11/01/2021,718,26,Mauritania
04/01/2021,1016,28,Mauritania
28/12/2020,1360,49,Mauritania
21/12/2020,1447,56,Mauritania
14/12/2020,2261,48,Mauritania
07/12/2020,161,2,Mauritania
30/11/2020,453,6,Mauritania
23/11/2020,211,4,Mauritania
16/11/2020,79,0,Mauritania
09/11/2020,89,2,Mauritania
02/11/2020,55,0,Mauritania
26/10/2020,59,0,Mauritania
19/10/2020,53,0,Mauritania
12/10/2020,30,2,Mauritania
05/10/2020,58,0,Mauritania
28/09/2020,94,0,Mauritania
21/09/2020,92,0,Mauritania
14/09/2020,142,1,Mauritania
07/09/2020,112,1,Mauritania
31/08/2020,137,1,Mauritania
24/08/2020,184,1,Mauritania
17/08/2020,203,0,Mauritania
10/08/2020,188,0,Mauritania
03/08/2020,139,1,Mauritania
27/07/2020,298,1,Mauritania
20/07/2020,747,11,Mauritania
13/07/2020,247,14,Mauritania
06/07/2020,972,10,Mauritania
29/06/2020,1094,12,Mauritania
22/06/2020,1030,21,Mauritania
15/06/2020,836,44,Mauritania
08/06/2020,417,20,Mauritania
01/06/2020,293,17,Mauritania
25/05/2020,175,2,Mauritania
18/05/2020,54,3,Mauritania
11/05/2020,0,0,Mauritania
04/05/2020,1,0,Mauritania
