island,locality,area,price,beds,size,floor,date
Lanzarote,Arrecife,Argana-Maneje,79000,2,54,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,135000,3,78,1,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,118000,3,90,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,140000,3,100,1,2020-09-09
Lanzarote,Yaiza,Montaña Roja,120000,3,77,Ground floor,2020-09-09
Lanzarote,San Bartolomé,calle corbeta,173500,2,64,Ground floor,2020-09-09
Lanzarote,Teguise,Costa Teguise,150000,2,60,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,98500,2,77,Ground floor,2020-09-09
Lanzarote,San Bartolomé,Altavista-Titerroy-San Francisco Javier,98500,2,77,Ground floor,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,74000,2,65,Mezzanine,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,199000,3,90,2,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,85000,3,90,2,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,92000,2,61,Ground floor,2020-09-09
Lanzarote,Teguise,Tahiche,130000,3,100,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,150100,3,89,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,125110,2,75,2,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,84000,2,70,1,2020-09-09
Lanzarote,San Bartolomé,Argana-Maneje,84000,2,70,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,115000,2,64,2,2020-09-09
Lanzarote,Teguise,Villa de Teguise,200000,6,280,Ground floor,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,60000,2,63,Ground floor,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,90500,3,105,Ground floor,2020-09-09
Lanzarote,Arrecife,Centro,128000,3,60,2,2020-09-09
Lanzarote,San Bartolomé,NN,199000,3,78,Ground floor,2020-09-09
Lanzarote,San Bartolomé,NN,199000,3,78,Ground floor,2020-09-09
Lanzarote,Teguise,Costa Teguise,175000,3,103,1,2020-09-09
Lanzarote,San Bartolomé,Costa Teguise,175000,3,103,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,94000,2,67,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,121500,2,85,1,2020-09-09
Lanzarote,Arrecife,Centro,155000,3,110,3,2020-09-09
Lanzarote,San Bartolomé,26,135000,5,129,1,2020-09-09
Lanzarote,Arrecife,Centro,100000,3,85,2,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,124000,3,113,1,2020-09-09
Lanzarote,Arrecife,Centro,136000,3,98,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,139000,4,137,Ground floor,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,100419,3,78,Ground floor,2020-09-09
Lanzarote,Yaiza,Montaña Roja,149000,2,81,Ground floor,2020-09-09
Lanzarote,San Bartolomé,Montaña Roja,149000,2,81,Ground floor,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,99000,3,83,Ground floor,2020-09-09
Lanzarote,San Bartolomé,115,185000,3,80,Ground floor,2020-09-09
Lanzarote,Teguise,Costa Teguise,169000,2,98,Mezzanine,2020-09-09
Lanzarote,Tias,Tías,105000,3,75,Ground floor,2020-09-09
Lanzarote,Yaiza,Costa de Papagayo,173000,2,58,Ground floor,2020-09-09
Lanzarote,Yaiza,Montaña Roja,115000,2,64,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,112150,2,64,1,2020-09-09
Lanzarote,Tias,Puerto del Carmen,195000,2,73,Ground floor,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,78000,2,57,Ground floor,2020-09-09
Lanzarote,Yaiza,Costa de Papagayo,176000,2,70,1,2020-09-09
Lanzarote,Tias,Tías,165000,4,90,1,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,62000,2,53,Ground floor,2020-09-09
Lanzarote,Tias,Puerto del Carmen,139950,2,60,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,199000,3,111,2,2020-09-09
Lanzarote,Arrecife,Centro,162750,3,90,,2020-09-09
Lanzarote,Teguise,Costa Teguise,195000,2,82,,2020-09-09
Lanzarote,Yaiza,Montaña Roja,149000,2,85,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,130000,3,93,2,2020-09-09
Lanzarote,San Bartolomé,Valterra-La Vega-Las Salinas,130000,3,93,2,2020-09-09
Lanzarote,Arrecife,Centro,143000,2,69,,2020-09-09
Lanzarote,Tias,Puerto del Carmen,169000,2,65,Ground floor,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,153000,3,93,3,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,133000,3,110,1,2020-09-09
Lanzarote,Arrecife,Centro,110000,2,65,1,2020-09-09
Lanzarote,San Bartolomé,Centro,110000,2,65,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,120000,3,99,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,163260,3,106,2,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,89000,2,150,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,140000,4,97,1,2020-09-09
Lanzarote,San Bartolomé,Valterra-La Vega-Las Salinas,140000,4,97,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,149000,3,100,1,2020-09-09
Lanzarote,Arrecife,Centro,160000,3,100,1,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,89000,2,150,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,137000,3,94,Ground floor,2020-09-09
Lanzarote,Arrecife,Centro,190000,4,95,1,2020-09-09
Lanzarote,Tias,Tías,114000,3,87,Ground floor,2020-09-09
Lanzarote,San Bartolomé,calle almud,137000,2,73,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,110000,2,58,2,2020-09-09
Lanzarote,Teguise,Costa Teguise,180000,2,63,Ground floor,2020-09-09
Lanzarote,Yaiza,Montaña Roja,125180,2,91,1,2020-09-09
Lanzarote,San Bartolomé,calle San Borondon,142000,2,59,Ground floor,2020-09-09
Lanzarote,Teguise,Costa Teguise,179995,2,80,1,2020-09-09
Lanzarote,Arrecife,Centro,198000,3,96,3,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,98000,3,80,1,2020-09-09
Lanzarote,Arrecife,Centro,150000,2,72,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,128000,3,77,2,2020-09-09
Lanzarote,Arrecife,Centro,147000,3,116,2,2020-09-09
Lanzarote,Arrecife,Centro,128000,3,66,3,2020-09-09
Lanzarote,Arrecife,Centro,162000,3,90,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,96000,2,57,2,2020-09-09
Lanzarote,Arrecife,Centro,131700,3,115,2,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,105000,2,71,Ground floor,2020-09-09
Lanzarote,San Bartolomé,Altavista-Titerroy-San Francisco Javier,105000,2,71,Ground floor,2020-09-09
Lanzarote,Arrecife,Centro,100000,3,85,2,2020-09-09
Lanzarote,Teguise,Costa Teguise,199000,3,145,Ground floor,2020-09-09
Lanzarote,San Bartolomé,Costa Teguise,199000,3,145,Ground floor,2020-09-09
Lanzarote,Tias,Tías,159000,3,102,2,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,95000,2,58,2,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,89000,2,66,1,2020-09-09
Lanzarote,Arrecife,Centro,162000,3,90,1,2020-09-09
Lanzarote,Yaiza,Montaña Roja,125180,2,92,,2020-09-09
Lanzarote,Yaiza,Costa de Papagayo,175000,2,75,Ground floor,2020-09-09
Lanzarote,San Bartolomé,Costa de Papagayo,175000,2,75,Ground floor,2020-09-09
Lanzarote,San Bartolomé,Costa de Papagayo,175000,2,75,Ground floor,2020-09-09
Lanzarote,Teguise,Costa Teguise,150000,2,67,Ground floor,2020-09-09
Lanzarote,San Bartolomé,Costa Teguise,150000,2,67,Ground floor,2020-09-09
Lanzarote,San Bartolomé,calle Pleamar,155000,2,60,1,2020-09-09
Lanzarote,Haria,calle Pleamar,155000,2,60,1,2020-09-09
Lanzarote,Arrecife,Centro,162000,3,90,1,2020-09-09
Lanzarote,Arrecife,Centro,195000,3,113,2,2020-09-09
Lanzarote,Teguise,Costa Teguise,185000,2,97,Ground floor,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,106000,3,86,2,2020-09-09
Lanzarote,Yaiza,Montaña Roja,147500,2,84,Ground floor,2020-09-09
Lanzarote,Teguise,Costa Teguise,180000,2,75,1,2020-09-09
Lanzarote,Yaiza,Montaña Roja,125180,2,92,1,2020-09-09
Lanzarote,Arrecife,Centro,110000,2,60,Ground floor,2020-09-09
Lanzarote,San Bartolomé,calle alisios,165000,2,57,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,130000,3,130,2,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,129000,2,73,Ground floor,2020-09-09
Lanzarote,Arrecife,Centro,153000,3,100,4,2020-09-09
Lanzarote,Arrecife,Centro,109500,2,81,,2020-09-09
Lanzarote,San Bartolomé,calle Párroco San Martín,96500,2,51,1,2020-09-09
Lanzarote,San Bartolomé,calle Párroco San Martín,106500,2,57,1,2020-09-09
Lanzarote,San Bartolomé,calle Párroco San Martín,102500,2,54,1,2020-09-09
Lanzarote,San Bartolomé,calle Párroco San Martín,104000,2,54,1,2020-09-09
Lanzarote,San Bartolomé,calle Párroco San Martín,101000,2,57,Ground floor,2020-09-09
Lanzarote,San Bartolomé,calle Párroco San Martín,97500,2,55,Ground floor,2020-09-09
Lanzarote,San Bartolomé,calle Párroco San Martín,100000,2,54,Ground floor,2020-09-09
Lanzarote,Arrecife,Centro,165000,3,92,3,2020-09-09
Lanzarote,Arrecife,Centro,143000,3,106,1,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,109000,3,91,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,139000,3,124,3,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,80000,2,65,,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,99000,3,80,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,95000,2,80,1,2020-09-09
Lanzarote,Arrecife,Centro,120000,2,93,,2020-09-09
Lanzarote,Arrecife,Centro,80000,2,61,,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,175000,4,94,,2020-09-09
Lanzarote,San Bartolomé,Tanza,105000,2,53,Ground floor,2020-09-09
Lanzarote,Teguise,Costa Teguise,145000,2,67,1,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,78000,2,78,1,2020-09-09
Lanzarote,Tias,Puerto del Carmen,149950,2,55,Ground floor,2020-09-09
Lanzarote,Teguise,Costa Teguise,198000,2,103,Mezzanine,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,96540,2,64,1,2020-09-09
Lanzarote,Arrecife,Centro,121603,2,60,3,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,60000,2,63,1,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,90500,3,105,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,150000,3,80,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,119000,4,105,2,2020-09-09
Lanzarote,Yaiza,Costa de Papagayo,159000,2,60,1,2020-09-09
Lanzarote,Haria,5,119500,2,65,Ground floor,2020-09-09
Lanzarote,Haria,calle La Sepa,199000,3,58,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,126500,2,62,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,110000,2,68,2,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,79000,2,70,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,101800,2,125,Ground floor,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,82500,2,79,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,120000,3,99,2,2020-09-09
Lanzarote,Haria,NN,143000,2,70,,2020-09-09
Lanzarote,Haria,NN,171000,2,94,,2020-09-09
Lanzarote,Haria,NN,163000,3,82,,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,89000,4,88,Ground floor,2020-09-09
Lanzarote,Arrecife,Centro,119000,3,111,3,2020-09-09
Lanzarote,San Bartolomé,3,199000,3,70,Ground floor,2020-09-09
Lanzarote,Arrecife,Centro,120000,2,57,1,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,135000,3,129,1,2020-09-09
Lanzarote,San Bartolomé,92,115900,2,83,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,101300,3,82,2,2020-09-09
Lanzarote,Arrecife,Centro,152250,4,89,Ground floor,2020-09-09
Lanzarote,Tias,Puerto del Carmen,198000,2,80,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,92000,2,63,Ground floor,2020-09-09
Lanzarote,Arrecife,Centro,132000,3,116,4,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,129000,3,113,,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,82500,2,79,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,89000,2,69,1,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,90000,2,57,1,2020-09-09
Lanzarote,Tias,Puerto del Carmen,195000,2,54,Ground floor,2020-09-09
Lanzarote,Arrecife,Centro,165000,4,113,Ground floor,2020-09-09
Lanzarote,Teguise,Costa Teguise,200000,3,100,Ground floor,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,95000,2,72,Ground floor,2020-09-09
Lanzarote,Tias,Tías,120750,3,87,1,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,87000,2,65,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,129000,3,80,2,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,69000,2,86,Semi-basement,2020-09-09
Lanzarote,Yaiza,Playa Blanca,130000,2,77,Semi-basement,2020-09-09
Lanzarote,Yaiza,Montaña Roja,163500,2,106,Semi-basement,2020-09-09
Lanzarote,San Bartolomé,calle San Simon,130000,5,123,1,2020-09-09
Lanzarote,San Bartolomé,calle San Simon,130000,5,123,1,2020-09-09
Lanzarote,Tias,Puerto del Carmen,185000,2,71,1,2020-09-09
Lanzarote,Tias,Tías,114000,3,78,Ground floor,2020-09-09
Lanzarote,Arrecife,Centro,110000,2,72,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,168500,3,90,3,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,96000,2,59,Ground floor,2020-09-09
Lanzarote,Arrecife,Centro,145000,3,116,2,2020-09-09
Lanzarote,Teguise,Costa Teguise,175000,2,74,Ground floor,2020-09-09
Lanzarote,Yaiza,Montaña Roja,148000,2,65,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,88000,3,86,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,123000,3,99,1,2020-09-09
Lanzarote,Arrecife,Centro,160000,4,109,1,2020-09-09
Lanzarote,Tias,Puerto del Carmen,190000,2,88,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,120000,3,94,1,2020-09-09
Lanzarote,San Bartolomé,calle Mastil,185000,2,66,Ground floor,2020-09-09
Lanzarote,Yaiza,Yaiza - Uga,185000,3,124,Ground floor,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,140000,3,118,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,119000,2,82,2,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,170000,5,170,1,2020-09-09
Lanzarote,Teguise,Costa Teguise,145000,2,70,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,118500,2,70,2,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,160000,3,92,1,2020-09-09
Lanzarote,Arrecife,Centro,90000,2,65,1,2020-09-09
Lanzarote,San Bartolomé,19,200000,3,115,Ground floor,2020-09-09
Lanzarote,Arrecife,Centro,200000,3,110,3,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,84000,2,68,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,138000,3,85,,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,100000,3,72,,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,107000,3,84,Ground floor,2020-09-09
Lanzarote,Yaiza,Montaña Roja,140000,2,90,Ground floor,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,90000,2,63,1,2020-09-09
Lanzarote,Teguise,Villa de Teguise,142500,3,89,Ground floor,2020-09-09
Lanzarote,Arrecife,Centro,139000,3,62,3,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,137000,4,102,1,2020-09-09
Lanzarote,Arrecife,Centro,170000,4,133,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,88000,3,86,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,77000,2,56,1,2020-09-09
Lanzarote,Tias,Puerto del Carmen,198000,2,66,1,2020-09-09
Lanzarote,Yaiza,Playa Blanca,158000,2,70,1,2020-09-09
Lanzarote,Arrecife,Centro,110000,3,70,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,89500,3,90,2,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,108000,2,59,Ground floor,2020-09-09
Lanzarote,Yaiza,Montaña Roja,139000,2,80,1,2020-09-09
Lanzarote,Haria,Montaña Roja,139000,2,80,1,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,147000,3,282,1,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,123000,2,80,3,2020-09-09
Lanzarote,Yaiza,Montaña Roja,150000,2,90,,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,88000,3,86,1,2020-09-09
Lanzarote,Teguise,Costa Teguise,159000,2,80,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,110000,2,69,2,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,179000,4,176,2,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,115000,4,166,2,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,193000,3,95,3,2020-09-09
Lanzarote,Arrecife,Centro,82000,2,80,3,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,79000,2,50,Ground floor,2020-09-09
Lanzarote,Teguise,Costa Teguise,155000,2,80,2,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,95000,2,75,Ground floor,2020-09-09
Lanzarote,Yaiza,Las Coloradas,119000,2,80,Ground floor,2020-09-09
Lanzarote,San Bartolomé,Las Coloradas,119000,2,80,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,132000,3,105,1,2020-09-09
Lanzarote,Yaiza,Costa de Papagayo,180000,2,67,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,110000,3,84,1,2020-09-09
Lanzarote,Tias,Tías,135000,2,70,Ground floor,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,85000,2,65,Ground floor,2020-09-09
Lanzarote,Haria,Argana-Maneje,85000,2,65,Ground floor,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,149000,3,100,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,135600,2,99,,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,120000,2,65,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,83100,3,78,,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,120000,3,99,2,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,197800,4,196,,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,90100,2,63,,2020-09-09
Lanzarote,Teguise,Costa Teguise,159000,2,80,Ground floor,2020-09-09
Lanzarote,Teguise,Costa Teguise,185000,2,75,Ground floor,2020-09-09
Lanzarote,Tias,Puerto del Carmen,177600,2,72,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,94815,2,80,2,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,120000,3,90,2,2020-09-09
Lanzarote,San Bartolomé,calle Almud,140000,2,75,2,2020-09-09
Lanzarote,San Bartolomé,20,105000,2,53,Ground floor,2020-09-09
Lanzarote,Tias,Tías,100000,3,87,1,2020-09-09
Lanzarote,Tias,Puerto del Carmen,90000,2,90,-1,2020-09-09
Lanzarote,Arrecife,Centro,168000,3,100,4,2020-09-09
Lanzarote,Tias,Puerto del Carmen,180000,3,100,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,101800,2,125,Ground floor,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,105600,3,89,Ground floor,2020-09-09
Lanzarote,Arrecife,Centro,100000,3,84,2,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,149000,3,100,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,123000,3,99,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,95000,2,87,2,2020-09-09
Lanzarote,Teguise,Costa Teguise,175000,2,120,1,2020-09-09
Lanzarote,Arrecife,Centro,110000,2,65,1,2020-09-09
Lanzarote,Yaiza,Yaiza - Uga,135000,2,60,Ground floor,2020-09-09
Lanzarote,Yaiza,Yaiza - Uga,135000,2,65,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,123000,2,82,2,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,156000,3,102,2,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,103000,3,79,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,128750,2,80,1,2020-09-09
Lanzarote,Teguise,Costa Teguise,195000,3,98,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,115100,3,76,,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,79600,2,61,,2020-09-09
Lanzarote,Yaiza,Montaña Roja,98390,2,57,Ground floor,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,103000,2,71,Ground floor,2020-09-09
Lanzarote,Yaiza,Montaña Roja,137090,2,97,,2020-09-09
Lanzarote,Arrecife,Centro,132700,3,102,1,2020-09-09
