island,locality,area,price,beds,size,floor,date
Mallorca,Icod de los Vinos,La Vega-El Amparo-Cueva del Viento,169000,3,240,1,2020-09-09
Mallorca,Puerto de la Cruz,Distrito Playa Jardín,152000,1,63,7,2020-09-09
Mallorca,Arona,Costa del Silencio-Las Galletas,149000,2,72,1,2020-09-09
Mallorca,Santa Cruz de Tenerife,Añaza,95000,3,86,3,2020-09-09
Mallorca,Santiago del Teide,Puerto de Santiago,126000,1,70,3,2020-09-09
Mallorca,Puerto de la Cruz,Distrito Playa Jardín,160000,1,64,5,2020-09-09
Mallorca,Puerto de la Cruz,Distrito Playa Jardín,179900,2,120,3,2020-09-09
Mallorca,Arona,Cabo Blanco,130000,3,100,1,2020-09-09
Mallorca,Granadilla de Abona,San Isidro,139900,3,93,2,2020-09-09
Mallorca,Santiago del Teide,Puerto de Santiago,149500,1,57,2,2020-09-09
Mallorca,Santa Cruz de Tenerife,Vistabella-Villa Benítez-Ballester,128000,3,150,3,2020-09-09
Mallorca,Arona,Playa de las Américas,195000,1,50,3,2020-09-09
Mallorca,Puerto de la Cruz,San Fernando,159000,1,70,1,2020-09-09
Mallorca,Granadilla de Abona,San Isidro,126500,3,98,2,2020-09-09
Mallorca,Granadilla de Abona,Los Abrigos,185000,1,55,1,2020-09-09
Mallorca,Adeje,Playa de las Américas,192000,1,50,1,2020-09-09
Mallorca,Granadilla de Abona,San Isidro,116000,2,67,2,2020-09-09
Mallorca,San Miguel de Abona,Guargacho,103950,1,50,2,2020-09-09
Mallorca,Santa Cruz de Tenerife,Los Llanos-El Cabo,170000,1,50,13,2020-09-09
Mallorca,Granadilla de Abona,Los Abrigos,126000,2,90,2,2020-09-09
Mallorca,Santiago del Teide,Puerto de Santiago,195000,2,75,2,2020-09-09
Mallorca,Adeje,San Eugenio Alto,139500,1,66,1,2020-09-09
Mallorca,Granadilla de Abona,Los Abrigos,115000,2,71,2,2020-09-09
Mallorca,Puerto de la Cruz,Distrito Botánico,195000,1,147,1,2020-09-09
Mallorca,San Miguel de Abona,Las Chafiras,150000,2,95,2,2020-09-09
Mallorca,San Miguel de Abona,Guargacho,103000,2,75,2,2020-09-09
Mallorca,Granadilla de Abona,Los Abrigos,157500,2,80,1,2020-09-09
Mallorca,Adeje,Torviscas Bajo,160000,1,45,2,2020-09-09
Mallorca,Granadilla de Abona,San Isidro,84990,1,60,2,2020-09-09
Mallorca,Arona,El Fraile,89999,2,59,2,2020-09-09
Mallorca,Santa Cruz de Tenerife,Salamanca-Uruguay,150000,1,80,1,2020-09-09
Mallorca,Santa Cruz de Tenerife,Añaza,128000,2,111,5,2020-09-09
Mallorca,Guia de Isora,Playa San Juan,146000,2,70,2,2020-09-09
Mallorca,San Miguel de Abona,,116500,2,84,1,2020-09-09
Mallorca,Granadilla de Abona,Granadilla,118000,3,97,5,2020-09-09
Mallorca,Guia de Isora,constitucion,107000,2,60,2,2020-09-09
Mallorca,Santa Cruz de Tenerife,Los Llanos-El Cabo,167000,1,50,7,2020-09-09
Mallorca,San Miguel de Abona,Las Chafiras,130000,2,76,1,2020-09-09
Mallorca,Granadilla de Abona,Granadilla,120000,2,73,2,2020-09-09
Mallorca,El Rosario,Tabaiba,125000,2,88,2,2020-09-09
Mallorca,El Rosario,Tabaiba,125000,2,88,2,2020-09-09
Mallorca,Granadilla de Abona,San Isidro,100500,2,83,1,2020-09-09
Mallorca,San Miguel de Abona,Las Chafiras,130000,2,71,1,2020-09-09
Mallorca,Arona,Palm Mar,140000,1,80,3,2020-09-09
Mallorca,Arona,Palm Mar,189000,1,72,1,2020-09-09
Mallorca,Puerto de la Cruz,Distrito San Antonio - Las Arenas,190000,2,147,1,2020-09-09
Mallorca,Adeje,San Eugenio Alto,195000,1,89,1,2020-09-09
Mallorca,Santiago del Teide,Puerto de Santiago,150000,2,70,1,2020-09-09
Mallorca,Candelaria,,150000,2,80,1,2020-09-09
Mallorca,San Miguel de Abona,Las Chafiras,143500,2,94,2,2020-09-09
Mallorca,Puerto de la Cruz,Distrito Playa Jardín,175000,2,104,5,2020-09-09
Mallorca,Santa Cruz de Tenerife,Añaza,140000,3,100,2,2020-09-09
Mallorca,San Miguel de Abona,Golf del Sur-Amarilla Golf,168000,2,70,1,2020-09-09
Mallorca,Granadilla de Abona,Los Abrigos,126000,2,60,1,2020-09-09
Mallorca,Adeje,Torviscas Bajo,180000,1,55,2,2020-09-09
Mallorca,Adeje,Torviscas Centro y Alto,170000,1,100,1,2020-09-09
Mallorca,Adeje,Callao Salvaje - Playa Paraíso,134000,1,61,3,2020-09-09
Mallorca,Adeje,Casco Urbano,195000,2,79,4,2020-09-09
Mallorca,Santa Cruz de Tenerife,La Salle,180000,2,85,3,2020-09-09
Mallorca,La Matanza de Acentejo,,115000,3,85,3,2020-09-09
Mallorca,Adeje,Callao Salvaje - Playa Paraíso,199000,2,70,2,2020-09-09
Mallorca,Santiago del Teide,Puerto de Santiago,126000,1,70,3,2020-09-09
Mallorca,Adeje,Callao Salvaje - Playa Paraíso,169000,1,50,2,2020-09-09
Mallorca,Granadilla de Abona,Los Abrigos,110000,2,73,2,2020-09-09
Mallorca,San Miguel de Abona,Las Chafiras,112000,1,55,1,2020-09-09
Mallorca,Arona,Playa de las Américas,175000,1,51,8,2020-09-09
Mallorca,Granadilla de Abona,Charco del Pino,140000,3,135,2,2020-09-09
Mallorca,Arona,Valle San Lorenzo,110000,2,67,2,2020-09-09
Mallorca,Arona,Cabo Blanco,125000,2,86,3,2020-09-09
Mallorca,Santa Cruz de Tenerife,La Salle,170000,3,85,3,2020-09-09
Mallorca,Adeje,Casco Urbano,185000,2,90,2,2020-09-09
Mallorca,Santiago del Teide,Puerto de Santiago,160000,3,108,1,2020-09-09
Mallorca,Adeje,Casco Urbano,168000,3,100,2,2020-09-09
Mallorca,El Rosario,Tabaiba,125000,2,88,2,2020-09-09
Mallorca,Santa Cruz de Tenerife,Los Gladiolos,90000,3,114,3,2020-09-09
Mallorca,Adeje,Casco Urbano,165000,2,72,2,2020-09-09
Mallorca,San Cristóbal de la Laguna,La Laguna,163000,3,98,2,2020-09-09
Mallorca,Adeje,Playa de las Américas,190000,1,42,6,2020-09-09
Mallorca,El Rosario,Radazul,200000,2,85,4,2020-09-09
Mallorca,San Miguel de Abona,Guargacho,105000,2,65,2,2020-09-09
Mallorca,Arona,Cho-Guaza,135000,2,80,2,2020-09-09
Mallorca,Arona,Valle San Lorenzo,126850,3,98,2,2020-09-09
