Entity,Code,Date,short_term_positivity_rate
Albania,ALB,2020-12-18,0.284
Albania,ALB,2020-12-19,0.273
Albania,ALB,2020-12-20,0.263
Albania,ALB,2020-12-21,0.251
Albania,ALB,2020-12-22,0.23
Albania,ALB,2020-12-23,0.229
Albania,ALB,2020-12-24,0.219
Albania,ALB,2020-12-25,0.223
Albania,ALB,2020-12-26,0.218
Albania,ALB,2020-12-27,0.217
Albania,ALB,2020-12-28,0.216
Albania,ALB,2020-12-29,0.225
Albania,ALB,2020-12-30,0.223
Albania,ALB,2020-12-31,0.226
Albania,ALB,2021-01-01,0.194
Albania,ALB,2021-01-02,0.227
Albania,ALB,2021-01-03,0.221
Albania,ALB,2021-01-04,0.215
Albania,ALB,2021-01-05,0.21
Albania,ALB,2021-01-06,0.203
Albania,ALB,2021-01-07,0.194
Albania,ALB,2021-01-08,0.208
Albania,ALB,2021-01-09,0.176
Albania,ALB,2021-01-10,0.175
Albania,ALB,2021-01-11,0.181
Albania,ALB,2021-01-12,0.179
Albania,ALB,2021-01-13,0.183
Albania,ALB,2021-01-14,0.181
Albania,ALB,2021-01-15,0.182
Albania,ALB,2021-01-16,0.191
Albania,ALB,2021-01-17,0.191
Albania,ALB,2021-01-18,0.181
Albania,ALB,2021-01-19,0.188
Albania,ALB,2021-01-20,0.186
Albania,ALB,2021-01-21,0.193
Albania,ALB,2021-01-22,0.2
Albania,ALB,2021-01-23,0.205
Albania,ALB,2021-01-24,0.212
Albania,ALB,2021-01-25,0.228
Albania,ALB,2021-01-26,0.23
Albania,ALB,2021-01-27,0.237
Albania,ALB,2021-01-28,0.238
Albania,ALB,2021-01-29,0.24
Albania,ALB,2021-01-30,0.241
Albania,ALB,2021-01-31,0.247
Albania,ALB,2021-02-01,0.25
Albania,ALB,2021-02-02,0.25
Albania,ALB,2021-02-03,0.252
Albania,ALB,2021-02-04,0.257
Albania,ALB,2021-02-05,0.26
Albania,ALB,2021-02-06,0.262
Albania,ALB,2021-02-07,0.286
Albania,ALB,2021-02-08,0.304
Albania,ALB,2021-02-09,0.308
Albania,ALB,2021-02-10,0.31
Albania,ALB,2021-02-11,0.311
Albania,ALB,2021-02-12,0.313
Albania,ALB,2021-02-13,0.321
Albania,ALB,2021-02-14,0.294
Albania,ALB,2021-02-15,0.285
Albania,ALB,2021-02-16,0.298
Albania,ALB,2021-02-17,0.298
Albania,ALB,2021-02-18,0.3
Albania,ALB,2021-02-19,0.302
Albania,ALB,2021-02-20,0.303
Albania,ALB,2021-02-21,0.305
Albania,ALB,2021-02-22,0.299
Albania,ALB,2021-02-23,0.284
Albania,ALB,2021-02-24,0.282
Albania,ALB,2021-02-25,0.28
Albania,ALB,2021-02-26,0.276
Andorra,AND,2020-11-09,0.086
Andorra,AND,2020-11-10,0.091
Andorra,AND,2020-11-11,0.086
Andorra,AND,2020-11-12,0.081
Andorra,AND,2020-11-13,0.103
Andorra,AND,2020-11-14,0.073
Andorra,AND,2020-11-15,0.09
Andorra,AND,2020-11-16,0.091
Andorra,AND,2021-01-11,0.109
Andorra,AND,2021-01-12,0.118
Andorra,AND,2021-01-13,0.146
Andorra,AND,2021-01-14,0.157
Andorra,AND,2021-01-15,0.135
Andorra,AND,2021-01-16,0.131
Andorra,AND,2021-01-17,0.141
Andorra,AND,2021-01-18,0.138
Andorra,AND,2021-01-19,0.128
Andorra,AND,2021-01-20,0.111
Andorra,AND,2021-01-21,0.106
Andorra,AND,2021-01-22,0.09
Andorra,AND,2021-01-23,0.082
Andorra,AND,2021-01-24,0.077
Andorra,AND,2021-01-25,0.08
Andorra,AND,2021-01-26,0.072
Andorra,AND,2021-01-27,0.07
Andorra,AND,2021-01-28,0.073
Andorra,AND,2021-01-29,0.081
Andorra,AND,2021-01-30,0.079
Andorra,AND,2021-01-31,0.085
Andorra,AND,2021-02-01,0.089
Andorra,AND,2021-02-02,0.091
Andorra,AND,2021-02-03,0.087
Andorra,AND,2021-02-04,0.09
Andorra,AND,2021-02-05,0.086
Andorra,AND,2021-02-06,0.084
Andorra,AND,2021-02-07,0.084
Andorra,AND,2021-02-08,0.083
Andorra,AND,2021-02-09,0.079
Andorra,AND,2021-02-10,0.075
Andorra,AND,2021-02-11,0.067
Andorra,AND,2021-02-12,0.066
Andorra,AND,2021-02-13,0.066
Andorra,AND,2021-02-14,0.064
Andorra,AND,2021-02-15,0.066
Andorra,AND,2021-02-16,0.065
Andorra,AND,2021-02-17,0.066
Andorra,AND,2021-02-18,0.067
Andorra,AND,2021-02-19,0.071
Andorra,AND,2021-02-20,0.074
Andorra,AND,2021-02-21,0.075
Andorra,AND,2021-02-22,0.073
Argentina,ARG,2020-03-08,0.19
Argentina,ARG,2020-03-09,0.156
Argentina,ARG,2020-03-10,0.152
Argentina,ARG,2020-03-11,0.135
Argentina,ARG,2020-03-12,0.107
Argentina,ARG,2020-03-13,0.122
Argentina,ARG,2020-03-14,0.091
Argentina,ARG,2020-03-15,0.098
Argentina,ARG,2020-03-16,0.103
Argentina,ARG,2020-03-17,0.1
Argentina,ARG,2020-03-18,0.089
Argentina,ARG,2020-03-19,0.102
Argentina,ARG,2020-03-20,0.108
Argentina,ARG,2020-03-21,0.109
Argentina,ARG,2020-03-22,0.173
Argentina,ARG,2020-03-23,0.169
Argentina,ARG,2020-03-24,0.187
Argentina,ARG,2020-03-25,0.157
Argentina,ARG,2020-03-26,0.176
Argentina,ARG,2020-03-27,0.188
Argentina,ARG,2020-03-28,0.208
Argentina,ARG,2020-03-29,0.162
Argentina,ARG,2020-03-30,0.161
Argentina,ARG,2020-03-31,0.194
Argentina,ARG,2020-04-01,0.17
Argentina,ARG,2020-04-02,0.134
Argentina,ARG,2020-04-03,0.121
Argentina,ARG,2020-04-04,0.121
Argentina,ARG,2020-04-05,0.109
Argentina,ARG,2020-04-06,0.104
Argentina,ARG,2020-04-07,0.073
Argentina,ARG,2020-04-08,0.078
Argentina,ARG,2020-04-09,0.077
Argentina,ARG,2020-04-10,0.083
Argentina,ARG,2020-04-11,0.059
Argentina,ARG,2020-04-12,0.076
Argentina,ARG,2020-04-13,0.07
Argentina,ARG,2020-04-14,0.067
Argentina,ARG,2020-04-15,0.074
Argentina,ARG,2020-04-16,0.077
Argentina,ARG,2020-04-17,0.065
Argentina,ARG,2020-04-18,0.072
Argentina,ARG,2020-04-19,0.063
Argentina,ARG,2020-04-20,0.064
Argentina,ARG,2020-04-21,0.063
Argentina,ARG,2020-04-22,0.057
Argentina,ARG,2020-04-23,0.068
Argentina,ARG,2020-04-24,0.069
Argentina,ARG,2020-04-25,0.073
Argentina,ARG,2020-04-26,0.074
Argentina,ARG,2020-04-27,0.075
Argentina,ARG,2020-04-28,0.078
Argentina,ARG,2020-04-29,0.08
Argentina,ARG,2020-04-30,0.069
Argentina,ARG,2020-05-01,0.065
Argentina,ARG,2020-05-02,0.064
Argentina,ARG,2020-05-03,0.061
Argentina,ARG,2020-05-04,0.058
Argentina,ARG,2020-05-05,0.054
Argentina,ARG,2020-05-06,0.054
Argentina,ARG,2020-05-07,0.052
Argentina,ARG,2020-05-08,0.058
Argentina,ARG,2020-05-09,0.055
Argentina,ARG,2020-05-10,0.063
Argentina,ARG,2020-05-11,0.068
Argentina,ARG,2020-05-12,0.076
Argentina,ARG,2020-05-13,0.081
Argentina,ARG,2020-05-14,0.084
Argentina,ARG,2020-05-15,0.086
Argentina,ARG,2020-05-16,0.092
Argentina,ARG,2020-05-17,0.091
Argentina,ARG,2020-05-18,0.091
Argentina,ARG,2020-05-19,0.091
Argentina,ARG,2020-05-20,0.093
Argentina,ARG,2020-05-21,0.102
Argentina,ARG,2020-05-22,0.111
Argentina,ARG,2020-05-23,0.121
Argentina,ARG,2020-05-24,0.132
Argentina,ARG,2020-05-25,0.139
Argentina,ARG,2020-05-26,0.148
Argentina,ARG,2020-05-27,0.156
Argentina,ARG,2020-05-28,0.161
Argentina,ARG,2020-05-29,0.157
Argentina,ARG,2020-05-30,0.158
Argentina,ARG,2020-05-31,0.156
Argentina,ARG,2020-06-01,0.153
Argentina,ARG,2020-06-02,0.16
Argentina,ARG,2020-06-03,0.165
Argentina,ARG,2020-06-04,0.169
Argentina,ARG,2020-06-05,0.173
Argentina,ARG,2020-06-06,0.176
Argentina,ARG,2020-06-07,0.183
Argentina,ARG,2020-06-08,0.187
Argentina,ARG,2020-06-09,0.188
Argentina,ARG,2020-06-10,0.191
Argentina,ARG,2020-06-11,0.195
Argentina,ARG,2020-06-12,0.199
Argentina,ARG,2020-06-13,0.206
Argentina,ARG,2020-06-14,0.209
Argentina,ARG,2020-06-15,0.219
Argentina,ARG,2020-06-16,0.221
Argentina,ARG,2020-06-17,0.218
Argentina,ARG,2020-06-18,0.223
Argentina,ARG,2020-06-19,0.233
Argentina,ARG,2020-06-20,0.227
Argentina,ARG,2020-06-21,0.227
Argentina,ARG,2020-06-22,0.233
Argentina,ARG,2020-06-23,0.237
Argentina,ARG,2020-06-24,0.254
Argentina,ARG,2020-06-25,0.26
Argentina,ARG,2020-06-26,0.266
Argentina,ARG,2020-06-27,0.279
Argentina,ARG,2020-06-28,0.29
Argentina,ARG,2020-06-29,0.293
Argentina,ARG,2020-06-30,0.294
Argentina,ARG,2020-07-01,0.294
Argentina,ARG,2020-07-02,0.298
Argentina,ARG,2020-07-03,0.297
Argentina,ARG,2020-07-04,0.292
Argentina,ARG,2020-07-05,0.294
Argentina,ARG,2020-07-06,0.295
Argentina,ARG,2020-07-07,0.3
Argentina,ARG,2020-07-08,0.3
Argentina,ARG,2020-07-09,0.307
Argentina,ARG,2020-07-10,0.314
Argentina,ARG,2020-07-11,0.328
Argentina,ARG,2020-07-12,0.327
Argentina,ARG,2020-07-13,0.326
Argentina,ARG,2020-07-14,0.327
Argentina,ARG,2020-07-15,0.333
Argentina,ARG,2020-07-16,0.326
Argentina,ARG,2020-07-17,0.327
Argentina,ARG,2020-07-18,0.313
Argentina,ARG,2020-07-19,0.325
Argentina,ARG,2020-07-20,0.328
Argentina,ARG,2020-07-21,0.34
Argentina,ARG,2020-07-22,0.347
Argentina,ARG,2020-07-23,0.365
Argentina,ARG,2020-07-24,0.369
Argentina,ARG,2020-07-25,0.383
Argentina,ARG,2020-07-26,0.378
Argentina,ARG,2020-07-27,0.383
Argentina,ARG,2020-07-28,0.382
Argentina,ARG,2020-07-29,0.374
Argentina,ARG,2020-07-30,0.371
Argentina,ARG,2020-07-31,0.366
Argentina,ARG,2020-08-01,0.369
Argentina,ARG,2020-08-02,0.373
Argentina,ARG,2020-08-03,0.366
Argentina,ARG,2020-08-04,0.365
Argentina,ARG,2020-08-05,0.37
Argentina,ARG,2020-08-06,0.369
Argentina,ARG,2020-08-07,0.375
Argentina,ARG,2020-08-08,0.37
Argentina,ARG,2020-08-09,0.365
Argentina,ARG,2020-08-10,0.378
Argentina,ARG,2020-08-11,0.372
Argentina,ARG,2020-08-12,0.372
Argentina,ARG,2020-08-13,0.369
Argentina,ARG,2020-08-14,0.358
Argentina,ARG,2020-08-15,0.359
Argentina,ARG,2020-08-16,0.365
Argentina,ARG,2020-08-17,0.353
Argentina,ARG,2020-08-18,0.362
Argentina,ARG,2020-08-19,0.359
Argentina,ARG,2020-08-20,0.364
Argentina,ARG,2020-08-21,0.379
Argentina,ARG,2020-08-22,0.389
Argentina,ARG,2020-08-23,0.387
Argentina,ARG,2020-08-24,0.404
Argentina,ARG,2020-08-25,0.405
Argentina,ARG,2020-08-26,0.423
Argentina,ARG,2020-08-27,0.425
Argentina,ARG,2020-08-28,0.44
Argentina,ARG,2020-08-29,0.444
Argentina,ARG,2020-08-30,0.446
Argentina,ARG,2020-08-31,0.447
Argentina,ARG,2020-09-01,0.453
Argentina,ARG,2020-09-02,0.454
Argentina,ARG,2020-09-03,0.47
Argentina,ARG,2020-09-04,0.465
Argentina,ARG,2020-09-05,0.465
Argentina,ARG,2020-09-06,0.47
Argentina,ARG,2020-09-07,0.467
Argentina,ARG,2020-09-08,0.475
Argentina,ARG,2020-09-09,0.474
Argentina,ARG,2020-09-10,0.467
Argentina,ARG,2020-09-11,0.461
Argentina,ARG,2020-09-12,0.465
Argentina,ARG,2020-09-13,0.473
Argentina,ARG,2020-09-14,0.471
Argentina,ARG,2020-09-15,0.47
Argentina,ARG,2020-09-16,0.47
Argentina,ARG,2020-09-17,0.473
Argentina,ARG,2020-09-18,0.477
Argentina,ARG,2020-09-19,0.469
Argentina,ARG,2020-09-20,0.47
Argentina,ARG,2020-09-21,0.47
Argentina,ARG,2020-09-22,0.47
Argentina,ARG,2020-09-23,0.472
Argentina,ARG,2020-09-24,0.477
Argentina,ARG,2020-09-25,0.483
Argentina,ARG,2020-09-26,0.497
Argentina,ARG,2020-09-27,0.495
Argentina,ARG,2020-09-28,0.507
Argentina,ARG,2020-09-29,0.505
Argentina,ARG,2020-09-30,0.508
Argentina,ARG,2020-10-01,0.503
Argentina,ARG,2020-10-02,0.504
Argentina,ARG,2020-10-03,0.494
Argentina,ARG,2020-10-04,0.491
Argentina,ARG,2020-10-05,0.482
Argentina,ARG,2020-10-06,0.48
Argentina,ARG,2020-10-07,0.486
Argentina,ARG,2020-10-08,0.486
Argentina,ARG,2020-10-09,0.477
Argentina,ARG,2020-10-10,0.484
Argentina,ARG,2020-10-11,0.492
Argentina,ARG,2020-10-12,0.505
Argentina,ARG,2020-10-13,0.507
Argentina,ARG,2020-10-14,0.489
Argentina,ARG,2020-10-15,0.493
Argentina,ARG,2020-10-16,0.502
Argentina,ARG,2020-10-17,0.494
Argentina,ARG,2020-10-18,0.498
Argentina,ARG,2020-10-19,0.48
Argentina,ARG,2020-10-20,0.485
Argentina,ARG,2020-10-21,0.497
Argentina,ARG,2020-10-22,0.49
Argentina,ARG,2020-10-23,0.489
Argentina,ARG,2020-10-24,0.495
Argentina,ARG,2020-10-25,0.489
Argentina,ARG,2020-10-26,0.491
Argentina,ARG,2020-10-27,0.486
Argentina,ARG,2020-10-28,0.476
Argentina,ARG,2020-10-29,0.476
Argentina,ARG,2020-10-30,0.473
Argentina,ARG,2020-10-31,0.468
Argentina,ARG,2020-11-01,0.456
Argentina,ARG,2020-11-02,0.453
Argentina,ARG,2020-11-03,0.445
Argentina,ARG,2020-11-04,0.437
Argentina,ARG,2020-11-05,0.418
Argentina,ARG,2020-11-06,0.411
Argentina,ARG,2020-11-07,0.404
Argentina,ARG,2020-11-08,0.397
Argentina,ARG,2020-11-09,0.391
Argentina,ARG,2020-11-10,0.392
Argentina,ARG,2020-11-11,0.391
Argentina,ARG,2020-11-12,0.403
Argentina,ARG,2020-11-13,0.405
Argentina,ARG,2020-11-14,0.408
Argentina,ARG,2020-11-15,0.413
Argentina,ARG,2020-11-16,0.411
Argentina,ARG,2020-11-17,0.408
Argentina,ARG,2020-11-18,0.406
Argentina,ARG,2020-11-19,0.398
Argentina,ARG,2020-11-20,0.386
Argentina,ARG,2020-11-21,0.383
Argentina,ARG,2020-11-22,0.376
Argentina,ARG,2020-11-23,0.382
Argentina,ARG,2020-11-24,0.363
Argentina,ARG,2020-11-25,0.355
Argentina,ARG,2020-11-26,0.352
Argentina,ARG,2020-11-27,0.347
Argentina,ARG,2020-11-28,0.339
Argentina,ARG,2020-11-29,0.35
Argentina,ARG,2020-11-30,0.338
Argentina,ARG,2020-12-01,0.344
Argentina,ARG,2020-12-02,0.342
Argentina,ARG,2020-12-03,0.338
Argentina,ARG,2020-12-04,0.338
Argentina,ARG,2020-12-05,0.336
Argentina,ARG,2020-12-06,0.325
Argentina,ARG,2020-12-07,0.329
Argentina,ARG,2020-12-08,0.33
Argentina,ARG,2020-12-09,0.311
Argentina,ARG,2020-12-10,0.303
Argentina,ARG,2020-12-11,0.297
Argentina,ARG,2020-12-12,0.291
Argentina,ARG,2020-12-13,0.287
Argentina,ARG,2020-12-14,0.278
Argentina,ARG,2020-12-15,0.273
Argentina,ARG,2020-12-16,0.276
Argentina,ARG,2020-12-17,0.271
Argentina,ARG,2020-12-18,0.261
Argentina,ARG,2020-12-19,0.257
Argentina,ARG,2020-12-20,0.255
Argentina,ARG,2020-12-21,0.248
Argentina,ARG,2020-12-22,0.243
Argentina,ARG,2020-12-23,0.241
Argentina,ARG,2020-12-24,0.212
Argentina,ARG,2020-12-25,0.266
Argentina,ARG,2020-12-26,0.252
Argentina,ARG,2020-12-27,0.255
Argentina,ARG,2020-12-28,0.253
Argentina,ARG,2020-12-29,0.266
Argentina,ARG,2020-12-30,0.273
Argentina,ARG,2020-12-31,0.323
Argentina,ARG,2021-01-01,0.285
Argentina,ARG,2021-01-02,0.292
Argentina,ARG,2021-01-03,0.292
Argentina,ARG,2021-01-04,0.29
Argentina,ARG,2021-01-05,0.292
Argentina,ARG,2021-01-06,0.295
Argentina,ARG,2021-01-07,0.285
Argentina,ARG,2021-01-08,0.281
Argentina,ARG,2021-01-09,0.291
Argentina,ARG,2021-01-10,0.296
Argentina,ARG,2021-01-11,0.298
Argentina,ARG,2021-01-12,0.301
Argentina,ARG,2021-01-13,0.3
Argentina,ARG,2021-01-14,0.299
Argentina,ARG,2021-01-15,0.292
Argentina,ARG,2021-01-16,0.282
Argentina,ARG,2021-01-17,0.276
