,Id,title,island,locality,price,beds,size,link,date,advert_type
17,17,2 Bedroom Apartment in Granadilla,Tenerife,Granadilla de Abona,70000,2,105,https://www.kyero.com/en/property/7887354-apartment-for-sale-granadilla,2020-12-29 10:29:34.839679+00:00,sale
18,18,2 Bedroom Apartment in Adeje,Tenerife,Adeje,144900,2,110,https://www.kyero.com/en/property/7095716-apartment-for-sale-adeje,2020-12-29 10:29:34.841960+00:00,sale
19,19,2 Bedroom Apartment in La Laguna,Tenerife,La Laguna,89700,2,53,https://www.kyero.com/en/property/6637968-apartment-for-sale-la-laguna,2020-12-29 10:29:34.844075+00:00,sale
20,20,2 Bedroom Apartment in La Parque Reina,Tenerife,La Parque Reina,150000,2,80,https://www.kyero.com/en/property/6529445-apartment-for-sale-la-parque-reina,2020-12-29 10:29:34.846293+00:00,sale
21,21,2 Bedroom Apartment in San Isidro De Abona,Tenerife,San Isidro de Abona,87150,2,50,https://www.kyero.com/en/property/7572310-apartment-for-sale-san-isidro-de-abona,2020-12-29 10:29:34.848400+00:00,sale
22,22,3 Bedroom Apartment in Los Realejos,Tenerife,Los Realejos,113800,3,87,https://www.kyero.com/en/property/7276255-apartment-for-sale-los-realejos,2020-12-29 10:29:34.850598+00:00,sale
23,23,3 Bedroom Apartment in Icod de los Vinos,Tenerife,Icod de los Vinos,110000,3,88,https://www.kyero.com/en/property/7246789-apartment-for-sale-icod-de-los-vinos,2020-12-29 10:29:34.852666+00:00,sale
24,24,3 Bedroom Apartment in Icod,Tenerife,Icod,143000,3,120,https://www.kyero.com/en/property/7948302-apartment-for-sale-icod,2020-12-29 10:29:34.854843+00:00,sale
25,25,4 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,120000,4,109,https://www.kyero.com/en/property/6628971-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:34.857057+00:00,sale
26,26,2 Bedroom Apartment in La Laguna,Tenerife,La Laguna,100000,2,78,https://www.kyero.com/en/property/8204653-apartment-for-sale-la-laguna,2020-12-29 10:29:34.859256+00:00,sale
27,27,3 Bedroom Apartment in Puerto De Santiago,Tenerife,Puerto de Santiago,134500,3,54,https://www.kyero.com/en/property/6736377-apartment-for-sale-puerto-de-santiago,2020-12-29 10:29:34.861515+00:00,sale
28,28,2 Bedroom Apartment in Tijoco,Tenerife,Tijoco,130000,2,55,https://www.kyero.com/en/property/7266588-apartment-for-sale-tijoco,2020-12-29 10:29:34.863620+00:00,sale
29,29,2 Bedroom Apartment in Los Silos,Tenerife,Los Silos,86000,2,68,https://www.kyero.com/en/property/6862398-apartment-for-sale-los-silos,2020-12-29 10:29:34.865890+00:00,sale
30,30,2 Bedroom Apartment in Los Silos,Tenerife,Los Silos,99900,2,75,https://www.kyero.com/en/property/7069553-apartment-for-sale-los-silos,2020-12-29 10:29:34.868102+00:00,sale
31,31,3 Bedroom Apartment in Candelaria,Tenerife,Candelaria,117000,3,88,https://www.kyero.com/en/property/7507883-apartment-for-sale-candelaria,2020-12-29 10:29:34.870369+00:00,sale
32,32,2 Bedroom Apartment in Los Abrigos,Tenerife,Los Abrigos,144950,2,62,https://www.kyero.com/en/property/5439227-apartment-for-sale-los-abrigos,2020-12-29 10:29:34.872531+00:00,sale
33,33,2 Bedroom Apartment in Los Realejos,Tenerife,Los Realejos,124000,2,109,https://www.kyero.com/en/property/8117394-apartment-for-sale-los-realejos,2020-12-29 10:29:34.874767+00:00,sale
34,34,3 Bedroom Apartment in La Laguna,Tenerife,La Laguna,104500,3,144,https://www.kyero.com/en/property/8049160-apartment-for-sale-la-laguna,2020-12-29 10:29:34.877008+00:00,sale
35,35,3 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,95000,3,94,https://www.kyero.com/en/property/6628756-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:34.879203+00:00,sale
36,36,2 Bedroom Apartment in Granadilla,Tenerife,Granadilla de Abona,102299,2,72,https://www.kyero.com/en/property/7870615-apartment-for-sale-granadilla,2020-12-29 10:29:34.881586+00:00,sale
37,37,3 Bedroom Apartment in Bocacangrejo (Taco),Tenerife,Bocacangrejo (Taco),94500,3,84,https://www.kyero.com/en/property/7246807-apartment-for-sale-bocacangrejo-taco,2020-12-29 10:29:34.883710+00:00,sale
38,38,2 Bedroom Apartment in Costa Del Silencio,Tenerife,Costa del Silencio,137000,2,70,https://www.kyero.com/en/property/6772417-apartment-for-sale-costa-del-silencio,2020-12-29 10:29:34.886062+00:00,sale
39,39,3 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,110000,3,115,https://www.kyero.com/en/property/7391593-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:34.888245+00:00,sale
40,40,3 Bedroom Apartment in La Orotava,Tenerife,La Orotava,96000,3,113,https://www.kyero.com/en/property/7620388-apartment-for-sale-la-orotava,2020-12-29 10:29:34.890533+00:00,sale
41,41,"Duplex in Montaña Roja, Yaiza",Lanzarote,Yaiza,190000,3,100,https://www.idealista.com/en/inmueble/91423352/,2020-12-29 10:29:34.892619+00:00,sale
42,42,2 Bedroom Apartment in Granadilla,Tenerife,Granadilla de Abona,140000,2,99,https://www.kyero.com/en/property/6628753-apartment-for-sale-granadilla,2020-12-29 10:29:34.894856+00:00,sale
43,43,3 Bedroom Apartment in Icod,Tenerife,Icod,85000,3,84,https://www.kyero.com/en/property/6449703-apartment-for-sale-icod,2020-12-29 10:29:34.897630+00:00,sale
44,44,2 Bedroom Apartment in Torviscas,Tenerife,Torviscas,147000,2,58,https://www.kyero.com/en/property/6945347-apartment-for-sale-torviscas,2020-12-29 10:29:34.899782+00:00,sale
45,45,2 Bedroom Apartment in Icod,Tenerife,Icod,105000,2,83,https://www.kyero.com/en/property/6629229-apartment-for-sale-icod,2020-12-29 10:29:34.902113+00:00,sale
46,46,3 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,58500,3,77,https://www.kyero.com/en/property/8183835-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:34.904435+00:00,sale
47,47,3 Bedroom Apartment in Garachico,Tenerife,Garachico,119000,3,92,https://www.kyero.com/en/property/6628598-apartment-for-sale-garachico,2020-12-29 10:29:34.906629+00:00,sale
48,48,3 Bedroom Apartment in Los Realejos,Tenerife,Los Realejos,91000,3,76,https://www.kyero.com/en/property/6628710-apartment-for-sale-los-realejos,2020-12-29 10:29:34.908853+00:00,sale
49,49,3 Bedroom Apartment in Santa Ursula,Tenerife,Santa Ursula,105000,3,100,https://www.kyero.com/en/property/7378927-apartment-for-sale-santa-ursula,2020-12-29 10:29:34.911083+00:00,sale
50,50,4 Bedroom Apartment in La Laguna,Tenerife,La Laguna,125000,4,119,https://www.kyero.com/en/property/7655797-apartment-for-sale-la-laguna,2020-12-29 10:29:34.913375+00:00,sale
51,51,3 Bedroom Apartment in Puerto De La Cruz,Tenerife,Puerto de la Cruz,85000,3,63,https://www.kyero.com/en/property/7370697-apartment-for-sale-puerto-de-la-cruz,2020-12-29 10:29:34.915529+00:00,sale
52,52,3 Bedroom Apartment in Icod,Tenerife,Icod,120000,3,106,https://www.kyero.com/en/property/7634887-apartment-for-sale-icod,2020-12-29 10:29:34.917835+00:00,sale
53,53,3 Bedroom Apartment in Valle De San Lorenzo,Tenerife,Valle de San Lorenzo,136000,3,95,https://www.kyero.com/en/property/7254767-apartment-for-sale-valle-de-san-lorenzo,2020-12-29 10:29:34.920132+00:00,sale
54,54,2 Bedroom Apartment in Arona,Tenerife,Arona,110000,2,65,https://www.kyero.com/en/property/6628788-apartment-for-sale-arona,2020-12-29 10:29:34.922339+00:00,sale
55,55,4 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,86000,4,109,https://www.kyero.com/en/property/6628696-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:34.924443+00:00,sale
56,56,2 Bedroom Apartment in La Victoria De Acentejo,Tenerife,La Victoria de Acentejo,87600,2,118,https://www.kyero.com/en/property/8106878-apartment-for-sale-la-victoria-de-acentejo,2020-12-29 10:29:34.926645+00:00,sale
57,57,2 Bedroom Apartment in La Laguna,Tenerife,La Laguna,91000,2,73,https://www.kyero.com/en/property/8027376-apartment-for-sale-la-laguna,2020-12-29 10:29:34.928697+00:00,sale
58,58,2 Bedroom Apartment in La Laguna,Tenerife,La Laguna,99900,2,80,https://www.kyero.com/en/property/7870614-apartment-for-sale-la-laguna,2020-12-29 10:29:34.930915+00:00,sale
59,59,3 Bedroom Apartment in Buenavista Del Norte,Tenerife,Buenavista del Norte,120000,3,95,https://www.kyero.com/en/property/7661825-apartment-for-sale-buenavista-del-norte,2020-12-29 10:29:34.933150+00:00,sale
60,60,3 Bedroom Apartment in San Miguel De Abona,Tenerife,San Miguel de Abona,119000,3,80,https://www.kyero.com/en/property/6940953-apartment-for-sale-san-miguel-de-abona,2020-12-29 10:29:34.935346+00:00,sale
61,61,3 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,74328,3,87,https://www.kyero.com/en/property/6628776-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:34.937608+00:00,sale
62,62,2 Bedroom Apartment in Arona,Tenerife,Arona,104000,2,48,https://www.kyero.com/en/property/7790758-apartment-for-sale-arona,2020-12-29 10:29:34.939729+00:00,sale
63,63,2 Bedroom Penthouse in Arona,Tenerife,Arona,115000,2,95,https://www.kyero.com/en/property/7367394-apartment-for-sale-arona,2020-12-29 10:29:34.942117+00:00,sale
64,64,3 Bedroom Apartment in Icod de los Vinos,Tenerife,Icod de los Vinos,110000,3,90,https://www.kyero.com/en/property/5515160-apartment-for-sale-icod-de-los-vinos,2020-12-29 10:29:34.944424+00:00,sale
65,65,3 Bedroom Apartment in La Laguna,Tenerife,La Laguna,90890,3,104,https://www.kyero.com/en/property/8106880-apartment-for-sale-la-laguna,2020-12-29 10:29:34.946811+00:00,sale
66,66,3 Bedroom Apartment in Tamaimo,Tenerife,Tamaimo,131500,3,130,https://www.kyero.com/en/property/7288750-apartment-for-sale-tamaimo,2020-12-29 10:29:34.949148+00:00,sale
67,67,2 Bedroom Apartment in Arona,Tenerife,Arona,127000,2,111,https://www.kyero.com/en/property/7683275-apartment-for-sale-arona,2020-12-29 10:29:34.951479+00:00,sale
68,68,2 Bedroom Apartment in Los Abrigos,Tenerife,Los Abrigos,128600,2,69,https://www.kyero.com/en/property/8183804-apartment-for-sale-los-abrigos,2020-12-29 10:29:34.953802+00:00,sale
69,69,2 Bedroom Apartment in Valle De San Lorenzo,Tenerife,Valle de San Lorenzo,110000,2,65,https://www.kyero.com/en/property/6529444-apartment-for-sale-valle-de-san-lorenzo,2020-12-29 10:29:34.955922+00:00,sale
70,70,2 Bedroom Apartment in Playa San Juan,Tenerife,Playa San Juan,135000,2,71,https://www.kyero.com/en/property/5439332-apartment-for-sale-playa-san-juan,2020-12-29 10:29:34.958629+00:00,sale
71,71,2 Bedroom Apartment in Costa Del Silencio,Tenerife,Costa del Silencio,125000,2,55,https://www.kyero.com/en/property/7258255-apartment-for-sale-costa-del-silencio,2020-12-29 10:29:34.961102+00:00,sale
72,72,2 Bedroom Apartment in Arona,Tenerife,Arona,145000,2,71,https://www.kyero.com/en/property/7892847-apartment-for-sale-arona,2020-12-29 10:29:34.963642+00:00,sale
73,73,2 Bedroom Apartment in Arona,Tenerife,Arona,98000,2,58,https://www.kyero.com/en/property/7237563-apartment-for-sale-arona,2020-12-29 10:29:34.966050+00:00,sale
74,74,3 Bedroom Apartment in La Orotava,Tenerife,La Orotava,79000,3,80,https://www.kyero.com/en/property/7708050-apartment-for-sale-la-orotava,2020-12-29 10:29:34.968191+00:00,sale
75,75,2 Bedroom Apartment in Valle De San Lorenzo,Tenerife,Valle de San Lorenzo,119000,2,71,https://www.kyero.com/en/property/5439077-apartment-for-sale-valle-de-san-lorenzo,2020-12-29 10:29:34.970429+00:00,sale
76,76,2 Bedroom Apartment in Los Abrigos,Tenerife,Los Abrigos,145000,2,86,https://www.kyero.com/en/property/7449638-apartment-for-sale-los-abrigos,2020-12-29 10:29:34.972535+00:00,sale
77,77,3 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,100000,3,87,https://www.kyero.com/en/property/7507909-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:34.974736+00:00,sale
78,78,2 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,119400,2,77,https://www.kyero.com/en/property/7548447-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:34.976936+00:00,sale
79,79,2 Bedroom Apartment in Los Realejos,Tenerife,Los Realejos,94800,2,69,https://www.kyero.com/en/property/7652754-apartment-for-sale-los-realejos,2020-12-29 10:29:34.979175+00:00,sale
80,80,2 Bedroom Apartment in Arona,Tenerife,Arona,85400,2,140,https://www.kyero.com/en/property/7757570-apartment-for-sale-arona,2020-12-29 10:29:34.981430+00:00,sale
81,81,3 Bedroom Apartment in Cho,Tenerife,Cho,150000,3,85,https://www.kyero.com/en/property/8169947-apartment-for-sale-cho,2020-12-29 10:29:34.983759+00:00,sale
82,82,2 Bedroom Apartment in Tacoronte,Tenerife,Tacoronte,145000,2,77,https://www.kyero.com/en/property/6624230-apartment-for-sale-tacoronte,2020-12-29 10:29:34.986067+00:00,sale
83,83,2 Bedroom Apartment in Puerto Santiago-Los Gigantes,Tenerife,Puerto Santiago-Los Gigantes,139000,2,75,https://www.kyero.com/en/property/6987235-apartment-for-sale-puerto-santiago-los-gigantes,2020-12-29 10:29:34.988284+00:00,sale
84,84,3 Bedroom Apartment in Candelaria,Tenerife,Candelaria,149900,3,120,https://www.kyero.com/en/property/6862389-apartment-for-sale-candelaria,2020-12-29 10:29:34.991236+00:00,sale
85,85,2 Bedroom Apartment in La Laguna,Tenerife,La Laguna,84000,2,60,https://www.kyero.com/en/property/8089276-apartment-for-sale-la-laguna,2020-12-29 10:29:34.994165+00:00,sale
86,86,2 Bedroom Apartment in Poris De Abona,Tenerife,Poris de Abona,140000,2,57,https://www.kyero.com/en/property/7887872-apartment-for-sale-poris-de-abona,2020-12-29 10:29:34.996709+00:00,sale
87,87,3 Bedroom Apartment in Puerto De Santiago,Tenerife,Puerto de Santiago,140000,3,70,https://www.kyero.com/en/property/7295160-apartment-for-sale-puerto-de-santiago,2020-12-29 10:29:34.999368+00:00,sale
88,88,2 Bedroom Apartment in San Isidro De Abona,Tenerife,San Isidro de Abona,130000,2,73,https://www.kyero.com/en/property/7246854-apartment-for-sale-san-isidro-de-abona,2020-12-29 10:29:35.001737+00:00,sale
89,89,2 Bedroom Penthouse in Adeje,Tenerife,Adeje,149000,2,120,https://www.kyero.com/en/property/7714672-apartment-for-sale-adeje,2020-12-29 10:29:35.004154+00:00,sale
90,90,3 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,129900,3,90,https://www.kyero.com/en/property/7034034-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:35.006668+00:00,sale
91,91,2 Bedroom Apartment in Playa Paraiso,Tenerife,Playa Paraiso,142000,2,60,https://www.kyero.com/en/property/7217269-apartment-for-sale-playa-paraiso,2020-12-29 10:29:35.009009+00:00,sale
92,92,2 Bedroom Apartment in San Miguel De Abona,Tenerife,San Miguel de Abona,122000,2,60,https://www.kyero.com/en/property/7254818-apartment-for-sale-san-miguel-de-abona,2020-12-29 10:29:35.011231+00:00,sale
93,93,2 Bedroom Apartment in Adeje,Tenerife,Adeje,137900,2,62,https://www.kyero.com/en/property/7566832-apartment-for-sale-adeje,2020-12-29 10:29:35.013497+00:00,sale
94,94,3 Bedroom Apartment in La Laguna,Tenerife,La Laguna,129000,3,159,https://www.kyero.com/en/property/6629035-apartment-for-sale-la-laguna,2020-12-29 10:29:35.015648+00:00,sale
95,95,3 Bedroom Apartment in Los Realejos,Tenerife,Los Realejos,150000,3,107,https://www.kyero.com/en/property/6628732-apartment-for-sale-los-realejos,2020-12-29 10:29:35.017966+00:00,sale
96,96,2 Bedroom Apartment in Guargacho,Tenerife,Guargacho,122000,2,74,https://www.kyero.com/en/property/7613675-apartment-for-sale-guargacho,2020-12-29 10:29:35.020196+00:00,sale
97,97,3 Bedroom Apartment in La Laguna,Tenerife,La Laguna,108600,3,94,https://www.kyero.com/en/property/7391596-apartment-for-sale-la-laguna,2020-12-29 10:29:35.022803+00:00,sale
98,98,3 Bedroom Apartment in La Laguna,Tenerife,La Laguna,106600,3,99,https://www.kyero.com/en/property/7391597-apartment-for-sale-la-laguna,2020-12-29 10:29:35.025300+00:00,sale
99,99,3 Bedroom Apartment in Los Abrigos,Tenerife,Los Abrigos,135000,3,90,https://www.kyero.com/en/property/7615379-apartment-for-sale-los-abrigos,2020-12-29 10:29:35.027469+00:00,sale
100,100,3 Bedroom Apartment in Guia De Isora,Tenerife,Guia de Isora,138000,3,77,https://www.kyero.com/en/property/6927851-apartment-for-sale-guia-de-isora,2020-12-29 10:29:35.029724+00:00,sale
101,101,2 Bedroom Apartment in Los Silos,Tenerife,Los Silos,85000,2,78,https://www.kyero.com/en/property/7507899-apartment-for-sale-los-silos,2020-12-29 10:29:35.031898+00:00,sale
102,102,3 Bedroom Apartment in Icod,Tenerife,Icod,105000,3,111,https://www.kyero.com/en/property/6628734-apartment-for-sale-icod,2020-12-29 10:29:35.034729+00:00,sale
103,103,3 Bedroom Apartment in Arona,Tenerife,Arona,139000,3,146,https://www.kyero.com/en/property/7743904-apartment-for-sale-arona,2020-12-29 10:29:35.037297+00:00,sale
104,104,2 Bedroom Apartment in San Miguel De Abona,Tenerife,San Miguel de Abona,139000,2,60,https://www.kyero.com/en/property/8027501-apartment-for-sale-san-miguel-de-abona,2020-12-29 10:29:35.039523+00:00,sale
105,105,4 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,145000,4,120,https://www.kyero.com/en/property/7572489-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:35.042153+00:00,sale
106,106,2 Bedroom Apartment in Adeje,Tenerife,Adeje,140000,2,79,https://www.kyero.com/en/property/7688232-apartment-for-sale-adeje,2020-12-29 10:29:35.044885+00:00,sale
107,107,3 Bedroom Apartment in Icod,Tenerife,Icod,99000,3,103,https://www.kyero.com/en/property/7538352-apartment-for-sale-icod,2020-12-29 10:29:35.047899+00:00,sale
108,108,2 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,139000,2,78,https://www.kyero.com/en/property/7653412-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:35.050354+00:00,sale
109,109,2 Bedroom Apartment in Santiago Del Teide,Tenerife,Santiago del Teide,89000,2,75,https://www.kyero.com/en/property/7557882-apartment-for-sale-santiago-del-teide,2020-12-29 10:29:35.052531+00:00,sale
110,110,3 Bedroom Apartment in Arona,Tenerife,Arona,88000,3,89,https://www.kyero.com/en/property/7269954-apartment-for-sale-arona,2020-12-29 10:29:35.054823+00:00,sale
111,111,3 Bedroom Apartment in Guia De Isora,Tenerife,Guia de Isora,117000,3,92,https://www.kyero.com/en/property/7262476-apartment-for-sale-guia-de-isora,2020-12-29 10:29:35.057649+00:00,sale
112,112,3 Bedroom Apartment in La Laguna,Tenerife,La Laguna,119900,3,97,https://www.kyero.com/en/property/7768796-apartment-for-sale-la-laguna,2020-12-29 10:29:35.059813+00:00,sale
113,113,2 Bedroom Apartment in La Laguna,Tenerife,La Laguna,69000,2,53,https://www.kyero.com/en/property/7276280-apartment-for-sale-la-laguna,2020-12-29 10:29:35.062583+00:00,sale
114,114,2 Bedroom Apartment in La Victoria De Acentejo,Tenerife,La Victoria de Acentejo,91500,2,72,https://www.kyero.com/en/property/7915306-apartment-for-sale-la-victoria-de-acentejo,2020-12-29 10:29:35.065014+00:00,sale
115,115,2 Bedroom Apartment in Las Galletas,Tenerife,Las Galletas,150000,2,83,https://www.kyero.com/en/property/6842696-apartment-for-sale-las-galletas,2020-12-29 10:29:35.067233+00:00,sale
116,116,2 Bedroom Apartment in Arona,Tenerife,Arona,150000,2,70,https://www.kyero.com/en/property/7708057-apartment-for-sale-arona,2020-12-29 10:29:35.069533+00:00,sale
117,117,2 Bedroom Apartment in La Matanza De Acentejo,Tenerife,La Matanza de Acentejo,78120,2,60,https://www.kyero.com/en/property/8027502-apartment-for-sale-la-matanza-de-acentejo,2020-12-29 10:29:35.071718+00:00,sale
118,118,2 Bedroom Apartment in Costa Del Silencio,Tenerife,Costa del Silencio,149000,2,60,https://www.kyero.com/en/property/7549571-apartment-for-sale-costa-del-silencio,2020-12-29 10:29:35.074020+00:00,sale
119,119,3 Bedroom Apartment in Guia De Isora,Tenerife,Guia de Isora,93000,3,84,https://www.kyero.com/en/property/7442232-apartment-for-sale-guia-de-isora,2020-12-29 10:29:35.076257+00:00,sale
120,120,3 Bedroom Apartment in Santiago Del Teide,Tenerife,Santiago del Teide,120000,3,96,https://www.kyero.com/en/property/6700050-apartment-for-sale-santiago-del-teide,2020-12-29 10:29:35.078555+00:00,sale
121,121,2 Bedroom Apartment in Guimar,Tenerife,Guimar,79900,2,146,https://www.kyero.com/en/property/6628688-apartment-for-sale-guimar,2020-12-29 10:29:35.081549+00:00,sale
122,122,2 Bedroom Apartment in Puerto Santiago-Los Gigantes,Tenerife,Puerto Santiago-Los Gigantes,148000,2,48,https://www.kyero.com/en/property/6971374-apartment-for-sale-puerto-santiago-los-gigantes,2020-12-29 10:29:35.083849+00:00,sale
123,123,3 Bedroom Apartment in Arona,Tenerife,Arona,96000,3,78,https://www.kyero.com/en/property/7032368-apartment-for-sale-arona,2020-12-29 10:29:35.086248+00:00,sale
124,124,2 Bedroom Apartment in Tacoronte,Tenerife,Tacoronte,110000,2,60,https://www.kyero.com/en/property/6628720-apartment-for-sale-tacoronte,2020-12-29 10:29:35.088412+00:00,sale
125,125,2 Bedroom Apartment in Los Realejos,Tenerife,Los Realejos,108000,2,104,https://www.kyero.com/en/property/7276260-apartment-for-sale-los-realejos,2020-12-29 10:29:35.090902+00:00,sale
126,126,3 Bedroom Apartment in Icod,Tenerife,Icod,70000,3,105,https://www.kyero.com/en/property/6628747-apartment-for-sale-icod,2020-12-29 10:29:35.093196+00:00,sale
127,127,3 Bedroom Apartment in La Laguna,Tenerife,La Laguna,109200,3,87,https://www.kyero.com/en/property/7557879-apartment-for-sale-la-laguna,2020-12-29 10:29:35.095509+00:00,sale
128,128,4 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,144900,4,102,https://www.kyero.com/en/property/6629097-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:35.097981+00:00,sale
129,129,2 Bedroom Apartment in Costa Del Silencio,Tenerife,Costa del Silencio,115000,2,47,https://www.kyero.com/en/property/7851425-apartment-for-sale-costa-del-silencio,2020-12-29 10:29:35.100203+00:00,sale
130,130,2 Bedroom Apartment in Valle De San Lorenzo,Tenerife,Valle de San Lorenzo,142400,2,70,https://www.kyero.com/en/property/6903798-apartment-for-sale-valle-de-san-lorenzo,2020-12-29 10:29:35.102482+00:00,sale
131,131,3 Bedroom Apartment in Guaza,Tenerife,Guaza,105000,3,100,https://www.kyero.com/en/property/6529443-apartment-for-sale-guaza,2020-12-29 10:29:35.104778+00:00,sale
132,132,3 Bedroom Apartment in La Orotava,Tenerife,La Orotava,100200,3,133,https://www.kyero.com/en/property/7557875-apartment-for-sale-la-orotava,2020-12-29 10:29:35.107009+00:00,sale
133,133,2 Bedroom Apartment in Granadilla,Tenerife,Granadilla de Abona,136000,2,75,https://www.kyero.com/en/property/6628998-apartment-for-sale-granadilla,2020-12-29 10:29:35.109302+00:00,sale
134,134,2 Bedroom Apartment in Guia De Isora,Tenerife,Guia de Isora,116000,2,68,https://www.kyero.com/en/property/8182705-apartment-for-sale-guia-de-isora,2020-12-29 10:29:35.111516+00:00,sale
135,135,2 Bedroom Penthouse in Arona,Tenerife,Arona,115000,2,120,https://www.kyero.com/en/property/8194358-apartment-for-sale-arona,2020-12-29 10:29:35.113849+00:00,sale
