address,cuisine,link,locality,rating,title
"Avenida de Bruselas 20 C.C Fanabe Plaza, 1st floor, inside","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.ie/Restaurant_Review-g1903560-d8616685-Reviews-Buenavida_Vegan-Fanabe_Tenerife_Canary_Islands.html,38660 Fanabe,5,Buenavida Vegan
"Calle Valencia, 38660","Italian, Mediterranean, European",https://www.tripadvisor.ie/Restaurant_Review-g662606-d4607248-Reviews-Antico_Caffe-Costa_Adeje_Adeje_Tenerife_Canary_Islands.html,Adeje,[3],Antico Caffe
"Calle Venezuela 2 Local 4, 38670","International, Mediterranean, European",https://www.tripadvisor.ie/Restaurant_Review-g662606-d11978335-Reviews-Cafe_Bar_Lormar-Costa_Adeje_Adeje_Tenerife_Canary_Islands.html,Adeje,5,Cafe Bar Lormar
"Calle de Londres 4 C.C Playa Fanabe, 38660 Playa de Fanabe","Asian, Thai, Vietnamese",https://www.tripadvisor.ie/Restaurant_Review-g1166580-d15848759-Reviews-Banh_Noi-Playa_de_Fanabe_Costa_Adeje_Adeje_Tenerife_Canary_Islands.html,Adeje,5,Banh Noi
"Calle El Beril, 38679","Bar, Cafe, British",https://www.tripadvisor.ie/Restaurant_Review-g662606-d12905245-Reviews-Wotherspoons_Cafe_Bar-Costa_Adeje_Adeje_Tenerife_Canary_Islands.html,Adeje,5,Wotherspoons Cafe Bar
"2nd floor, Commercial Centre, Pueblo Canario local 201 front Playa del Bobo, next Casino H10, 38660","Dessert, Italian, Bar",https://www.tripadvisor.ie/Restaurant_Review-g662606-d7694815-Reviews-Halfway_Cafe-Costa_Adeje_Adeje_Tenerife_Canary_Islands.html,Adeje,5,Halfway Cafe
"Avenida Virgen de Guadalupe 21, 38679 La Caleta","Seafood, Mediterranean, European",https://www.tripadvisor.ie/Restaurant_Review-g796999-d15662340-Reviews-Starfish-La_Caleta_Costa_Adeje_Adeje_Tenerife_Canary_Islands.html,Adeje,5,Starfish
"Avenida Las Gaviotas, 38670 La Caleta","Seafood, International, Mediterranean",https://www.tripadvisor.ie/Restaurant_Review-g796999-d12915714-Reviews-Lagarto_Brasserie-La_Caleta_Costa_Adeje_Adeje_Tenerife_Canary_Islands.html,Adeje,[3],Lagarto Brasserie
"Calle paris , C.C. Litoral Local num 4 Paseo Maritimo Playa Fanabe Paseo maritimo Playa Fanabè, 38670 Playa de Fanabe","Italian, International, Mediterranean",https://www.tripadvisor.ie/Restaurant_Review-g1166580-d10179749-Reviews-El_Makami-Playa_de_Fanabe_Costa_Adeje_Adeje_Tenerife_Canary_Islands.html,Adeje,[3],El Makami
"Avenida de los Pueblos 16, 38660","Seafood, Mediterranean, Spanish",https://www.tripadvisor.ie/Restaurant_Review-g662606-d14117342-Reviews-El_Tejado-Costa_Adeje_Adeje_Tenerife_Canary_Islands.html,Adeje,5,El Tejado
"Avenida Las Gaviotas Edificio El Nido, 38679 La Caleta","Chinese, Japanese, Sushi",https://www.tripadvisor.ie/Restaurant_Review-g796999-d1860501-Reviews-Restaurant_88-La_Caleta_Costa_Adeje_Adeje_Tenerife_Canary_Islands.html,Adeje,[3],Restaurant 88
"Avenida Rafael Puig Lluvina 11, 38670","Italian, Seafood, International",https://www.tripadvisor.ie/Restaurant_Review-g662606-d14109255-Reviews-Bocaditos_Mar-Costa_Adeje_Adeje_Tenerife_Canary_Islands.html,Adeje,[3],Bocaditos & Mar
"Av Colon, cc. Club Atlantis, 38660","International, Mediterranean, European",https://www.tripadvisor.ie/Restaurant_Review-g662606-d1952345-Reviews-Carlos-Costa_Adeje_Adeje_Tenerife_Canary_Islands.html,Adeje,[3],Carlos
"Avenida Eugenio Dominguez Alfonso Comercial Center Pueblo Canario, 2nd floor, Local 204, 38660","Indian, Vegetarian Friendly, Vegan Options",https://www.tripadvisor.ie/Restaurant_Review-g662606-d8552483-Reviews-Bobby_s_III_Indian_Tandoori_Restaurant-Costa_Adeje_Adeje_Tenerife_Canary_Islands.html,Adeje,[3],Bobby's III Indian Tandoori Restaurant
"Avenida de Espana 7 CC Terranova loc 511 Puerto Colon ACCSESS BY SAO PAOLO TERRACE, 38660","Mediterranean, European, Spanish",https://www.tripadvisor.ie/Restaurant_Review-g662606-d13113049-Reviews-El_Horno_De_Neptuno-Costa_Adeje_Adeje_Tenerife_Canary_Islands.html,Adeje,5,El Horno De Neptuno
Calle Valencia,"Bar, Pub",https://www.tripadvisor.ie/Restaurant_Review-g662606-d7215855-Reviews-Bar_Keep_Smiling-Costa_Adeje_Adeje_Tenerife_Canary_Islands.html,Adeje,5,Bar Keep Smiling
"Sunset Harbour Club Pueblo Torviscas, 38660","Bar, European, British",https://www.tripadvisor.ie/Restaurant_Review-g662606-d7255922-Reviews-The_Clubhouse_44_Regent_Street-Costa_Adeje_Adeje_Tenerife_Canary_Islands.html,Adeje,[3],The Clubhouse@44. Regent Street
"Calle el muelle, edificio famar Local Bajo 2, 38679 La Caleta","Steakhouse, Mediterranean, European",https://www.tripadvisor.ie/Restaurant_Review-g796999-d8429954-Reviews-CHAR_Modern_cocina_grill-La_Caleta_Costa_Adeje_Adeje_Tenerife_Canary_Islands.html,Adeje,[3],CHAR Modern cocina & grill
"CC Los Atamanes, Sunset Bay Calle Antonio Navarro, Torviscas Bajo, 38670","International, Mediterranean, European",https://www.tripadvisor.ie/Restaurant_Review-g662606-d1992161-Reviews-Restaurante_Sebastian-Costa_Adeje_Adeje_Tenerife_Canary_Islands.html,Adeje,[3],Restaurante Sebastian
"Avenida Eugenio Dominguez local 5 Urbanizacion las flores- Las Americas, 38660","Italian, Cafe, Mediterranean",https://www.tripadvisor.ie/Restaurant_Review-g662606-d11964712-Reviews-The_Smart_Bakery-Costa_Adeje_Adeje_Tenerife_Canary_Islands.html,Adeje,[3],The Smart Bakery
