address,area,baths,beds,date,lat,link,long,popularity,price,property_type,size,price_per_meter,price_per_bedroom
"35 The Lawn, Coolroe Meadows, Ballincollig, Co. Cork",Coolroe,3.0,4.0,2019-06-12,51.8852797891325,None,-8.622716969745719,0,330000, End of Terrace House,,,82500.0
"Rowan House, Poulavone, Ballincollig, Co. Cork",Town Center,2.0,5.0,2019-06-12,51.8878563321983,None,-8.600737381727024,0,480000, Detached House,,,96000.0
"20 Granary Court, The Maltings, Ballincollig, Co. Cork",The Maltings,1.0,2.0,2019-06-12,51.88503727921537,None,-8.591352822622822,0,220000,Apartment for sale,,,110000.0
"72 Old Court, Greenfields, Killumney Road, Ballincollig, Co. Cork",Greenfield,3.0,4.0,2019-06-12,51.88072634468436,None,-8.611355403381314,0,360000, Semi-Detached House,,,90000.0
"92 The Green, Coolroe Meadows, Ballincollig, Co. Cork",Coolroe,3.0,4.0,2019-06-12,51.8852797891325,None,-8.622716969745719,0,350000, Semi-Detached House,,,87500.0
"36 Parknamore, Ballincollig, Co. Cork",Parknamore,4.0,4.0,2019-06-12,51.88458744794134,None,-8.609309161051812,0,335000, Semi-Detached House,,,83750.0
"1 Limeworth, Ballincollig, Co. Cork",Maglin,4.0,4.0,2019-06-12,51.88135112776452,None,-8.59523805920491,0,875000, Detached House,,,218750.0
"23 Parknamore Rise, Ballincollig, Co. Cork",Parknamore,1.0,3.0,2019-06-12,51.88458744794134,None,-8.609309161051812,0,270000, Semi-Detached House,,,90000.0
"8 Rosewood, Ballincollig, Co. Cork",Rosewood,2.0,3.0,2019-06-12,51.88865181082447,None,-8.575978970851866,0,320000, Semi-Detached House,,,106666.66666666667
"59 Castle Avenue Muskerry Estate, Ballincollig, Co. Cork",Muskerry Estate,2.0,4.0,2019-06-12,51.885514844369936,None,-8.596310161258103,0,280000, Semi-Detached House,,,70000.0
36 Castlepark ,Castlepark,2.0,3.0,2019-06-12,51.88653927567583,Mitula,-8.585310716875346,0,225000,None,,,75000.0
Apartment 19 Newgrange An Caislean ,An Caislean,2.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,249000,None,,,83000.0
12 The Stables Coolroe ,Coolroe,2.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,380000,None,,,126666.66666666667
118 Castlepark ,Castlepark,2.0,3.0,2019-06-12,51.88653927567583,Mitula,-8.585310716875346,0,210000,None,,,70000.0
17 Coolroe Heights ,Coolroe,2.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,295000,None,,,98333.33333333333
2 Glendower Court ,Glendower Court,2.0,3.0,2019-06-12,51.89097713659068,Mitula,-8.579260601534097,0,315000,None,,,105000.0
36 Westcourt Heights ,Westcourt,2.0,3.0,2019-06-12,51.88681255417706,Mitula,-8.616295628522488,0,345000,None,,,115000.0
"118 Castlepark, P31w899
                ",Castlepark,2.0,3.0,2019-06-12,51.88653927567583,Mitula,-8.585310716875346,0,210000,None,,,70000.0
57 57a Rosewood ,Rosewood,2.0,3.0,2019-06-12,51.88865181082447,Mitula,-8.575978970851866,0,395000,None,,,131666.66666666666
Vesna 57 Rosewood ,Rosewood,2.0,3.0,2019-06-12,51.88865181082447,Mitula,-8.575978970851866,0,395000,None,,,131666.66666666666
"14 The Avenue, Highfield Park, Ballincollig, Cork
                ",Highfield,2.0,3.0,2019-06-12,51.88483134751022,Mitula,-8.573114016875365,0,325000,None,,,108333.33333333333
4 Leo Murphy Terrace ,Town Center,2.0,3.0,2019-06-12,51.8878563321983,Mitula,-8.600737381727024,0,220000,None,,,73333.33333333333
14 The Avenue Highfield Park ,Highfield,2.0,3.0,2019-06-12,51.88483134751022,Mitula,-8.573114016875365,0,325000,None,,,108333.33333333333
104 Caisleé N Grove ,An Caislean,2.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,279000,None,,,93000.0
104 Caisleán Grove ,An Caislean,2.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,279000,None,,,93000.0
22 Beech Road Muskerry Estate Ballincollg ,Muskerry Estate,2.0,3.0,2019-06-12,51.885514844369936,Mitula,-8.596310161258103,0,350000,None,,,116666.66666666667
"200 The Willows, Ballincollig, Co. Cork",Carrigrohanebeg,1.0,3.0,2019-06-12,51.893099170701504,None,-8.580849757357647,0,250000, Semi-Detached House,,,83333.33333333333
79 Coopers Grange Old Quarter ,Old Quarter,2.0,3.0,2019-06-12,51.891200115264226,Mitula,-8.597460712163135,0,345000,None,,,115000.0
8 Millers Court Old Quarter ,Old Quarter,2.0,3.0,2019-06-12,51.891200115264226,Mitula,-8.597460712163135,0,345000,None,,,115000.0
50 Old Court Greenfields ,Greenfield,2.0,3.0,2019-06-12,51.88072634468436,Mitula,-8.611355403381314,0,350000,None,,,116666.66666666667
"Innis Moy, Castle Road, Ballincollig, Co. Cork",Castle Road,0.0,3.0,2019-06-12,51.88234227885882,None,-8.598250759204856,0,295000, Detached House,,,98333.33333333333
"5 Old Court, Greenfields, Ballincollig, Co. Cork",Greenfield,3.0,4.0,2019-06-12,51.88072634468436,None,-8.611355403381314,0,440000, Detached House,,,110000.0
"Fernway, Classes Lake, Ballincollig, Co. Cork",Classis Lake,3.0,4.0,2019-06-12,51.885860990087174,None,-8.62822296864587,0,255000,Duplex for sale,,,63750.0
"98 Beech Park, Ballincollig, Co. Cork",Beech Park,1.0,3.0,2019-06-12,51.88446282578453,None,-8.586660730369518,0,220000, Semi-Detached House,,,73333.33333333333
"4 Carriganarra, Ballincollig, Co. Cork",Carriganarra,1.0,4.0,2019-06-12,51.88456579585057,None,-8.579854607281877,0,350000,Bungalow for sale,,,87500.0
"25 The Close, Coolroe Meadows, Ballincollig, Co. Cork",Coolroe,0.0,4.0,2019-06-12,51.8852797891325,None,-8.622716969745719,0,350000, Semi-Detached House,,,87500.0
"33 The Lawn, Coolroe Meadows, Ballincollig, Co. Cork",Coolroe,0.0,3.0,2019-06-12,51.8852797891325,None,-8.622716969745719,0,265000, Terraced House,,,88333.33333333333
"44 Daffodil Fields, Ballincollig, Co. Cork",Daffodil Fields,3.0,4.0,2019-06-12,51.89114262893351,None,-8.573402430369397,0,365000, Semi-Detached House,,,91250.0
"4 Old Quarry, Coolroe, Ballincollig, Co. Cork",Coolroe,2.0,2.0,2019-06-12,51.8852797891325,None,-8.622716969745719,0,225000,Apartment for sale,,,112500.0
"1 Tara, An Caislean, Ballincollig, Co. Cork",An Caislean,2.0,2.0,2019-06-12,51.88419579207018,None,-8.604721941977742,0,220000,Apartment for sale,,,110000.0
"168 Caislean View, Ballincollig, Co. Cork",An Caislean,3.0,3.0,2019-06-12,51.88419579207018,None,-8.604721941977742,0,265000, Semi-Detached House,,,88333.33333333333
24 The Stables Coolroe ,Coolroe,3.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,260000,None,,,86666.66666666667
